001	000001	0.609199	0.596774
001	000002	0.609199	0.596774
002	000001	0.714347	0.662222
002	000002	0.714347	0.662222
003	000001	0.544979	0.488764
003	000002	0.544979	0.488764
004	000001	0.500000	0.500000
004	000002	0.500000	0.500000
005	000001	0.500000	0.500000
005	000002	0.567142	0.500000
006	000001	0.500000	0.500000
006	000002	0.526161	0.438272
001	000001	0.632280	0.576613
001	000002	0.632280	0.576613
002	000001	0.589436	0.636667
002	000002	0.589436	0.636667
003	000001	0.557830	0.649813
003	000002	0.557830	0.649813
004	000001	0.500000	0.500000
004	000002	0.500000	0.500000
005	000001	0.500000	0.500000
005	000002	0.500000	0.500000
006	000001	0.500000	0.500000
006	000002	0.575838	0.444444
