,importance
C11_uid_mean,11.61419677734375
C12_uid_mean,478.99468874931335
C13_uid_mean,1.7276720106601715
C14_uid_mean,5.028559863567352
M1_uid_mean,0.0
M2_uid_mean,8.37060010433197
M3_uid_mean,23.836829900741577
M4_uid_mean,0.0
M5_uid_mean,1.0169034879654646
M6_uid_mean,0.0
M7_uid_mean,0.0
M8_uid_mean,0.0
M9_uid_mean,42.0492799282074
uid_P_emaildomain_ct,0.0
uid_dist1_ct,0.0
uid_DT_M_ct,63.89313045144081
uid_id_02_ct,0.0
uid_cents_ct,0.0
C14_uid_std,8.318349838256836
uid_C13_ct,0.0
uid_V314_ct,1.958490014076233
uid_V127_ct,7.46970009803772
uid_V136_ct,5.637499809265137
uid_V309_ct,1.3349100351333618
uid_V307_ct,0.0
uid_V320_ct,0.0
outsider15,0.0
