001	000001	0.894357	0.711694
001	000002	0.911400	0.703629
002	000001	0.879443	0.726667
002	000002	0.886795	0.755000
003	000001	0.858089	0.904494
003	000002	0.875075	0.904494
004	000001	0.869792	0.559387
004	000002	0.898810	0.534483
005	000001	0.848658	0.930233
005	000002	0.888584	0.953488
006	000001	0.875318	0.685185
006	000002	0.899618	0.744856
001	000001	0.892099	0.714718
001	000002	0.910102	0.705645
002	000001	0.857173	0.735000
002	000002	0.863812	0.743333
003	000001	0.855997	0.902622
003	000002	0.876669	0.904494
004	000001	0.868800	0.559387
004	000002	0.894692	0.511494
005	000001	0.862880	0.930233
005	000002	0.880883	0.953488
006	000001	0.874927	0.851852
006	000002	0.896972	0.890947
