001	000001	0.893115	0.715726
001	000002	0.905587	0.697581
002	000001	0.878301	0.756111
002	000002	0.886510	0.752778
003	000001	0.868699	0.904494
003	000002	0.893056	0.904494
004	000001	0.884177	0.544061
004	000002	0.904812	0.488506
005	000001	0.847666	0.930233
005	000002	0.888584	0.953488
006	000001	0.875220	0.685185
006	000002	0.900598	0.827160
001	000001	0.739729	0.633065
001	000002	0.739729	0.633065
002	000001	0.802855	0.667778
002	000002	0.802855	0.667778
003	000001	0.772963	0.479401
003	000002	0.850418	0.827715
004	000001	0.780456	0.630268
004	000002	0.780456	0.630268
005	000001	0.774570	0.843023
005	000002	0.774570	0.843023
006	000001	0.763130	0.664609
006	000002	0.841956	0.773663
