iter	Passed	Remaining
653	1270794	8444759
654	1272527	8441425
655	1274570	8440143
656	1276449	8437775
657	1278292	8435177
658	1280227	8433180
659	1282192	8431387
660	1284146	8429516
661	1286125	8427812
662	1288078	8425938
663	1290078	8424366
664	1292053	8422633
665	1293924	8420222
666	1295817	8417959
667	1297870	8416730
668	1299764	8414472
669	1301811	8413202
670	1303801	8411560
671	1305863	8410381
672	1307829	8408583
673	1309817	8406930
674	1311794	8405200
675	1313963	8404703
676	1315758	8401805
677	1317469	8398382
678	1319337	8395962
679	1321455	8395128
680	1323411	8393266
681	1325279	8390843
682	1327138	8388368
683	1329051	8386234
684	1330802	8383086
685	1332902	8382130
686	1334951	8380851
687	1336900	8378944
688	1338703	8376127
689	1340702	8374535
690	1342663	8372700
691	1344350	8369163
692	1346316	8367367
693	1348223	8365203
694	1350433	8364914
695	1352426	8363280
696	1354457	8361877
697	1356242	8358964
698	1358192	8357059
699	1360337	8356361
700	1362370	8354967
701	1364428	8353721
702	1366311	8351411
703	1368110	8348583
704	1370073	8346759
705	1372156	8345667
706	1374016	8343215
707	1376211	8342797
708	1378105	8340552
709	1379846	8337380
710	1381872	8335939
711	1383630	8332876
712	1385614	8331178
713	1387670	8329907
714	1389618	8327992
715	1391823	8327616
716	1393894	8326430
717	1395886	8324773
718	1397652	8321766
719	1399492	8319207
720	1401432	8317241
721	1403379	8315313
722	1405044	8311720
723	1406968	8309665
724	1408976	8308105
725	1411066	8307020
726	1412753	8303570
727	1414707	8301691
728	1416760	8300387
729	1418703	8298444
730	1420645	8296493
731	1422612	8294687
732	1424565	8292800
733	1426497	8290787
734	1428265	8287828
735	1430143	8285506
736	1432007	8283106
737	1434177	8282474
738	1436050	8280121
739	1437974	8278070
740	1439855	8275769
741	1441754	8273571
742	1443571	8270907
743	1445771	8270435
744	1447406	8266733
745	1449318	8264614
746	1451035	8261386
747	1453050	8259854
748	1455124	8258656
749	1457104	8256923
750	1458909	8254204
751	1460828	8252126
752	1462649	8249497
753	1464550	8247322
754	1466288	8244229
755	1468327	8242832
756	1470328	8241220
757	1472403	8240019
758	1474131	8236880
759	1475952	8234259
760	1477783	8231701
761	1479662	8229410
762	1481326	8225922
763	1483345	8224414
764	1485292	8222503
765	1487113	8219894
766	1489127	8218355
767	1490966	8215846
768	1492867	8213683
769	1494787	8211624
770	1496718	8209628
771	1498787	8208384
772	1500938	8207587
773	1503020	8206413
774	1505082	8205128
775	1507208	8204188
776	1508981	8201326
777	1511003	8199814
778	1513043	8198406
779	1514943	8196234
780	1516737	8193490
781	1518673	8191513
782	1520659	8189809
783	1522593	8187822
784	1524704	8186791
785	1526864	8186015
786	1528947	8184824
787	1531008	8183512
788	1533136	8182557
789	1535245	8181495
790	1537167	8179440
791	1539179	8177860
792	1541209	8176381
793	1543076	8174032
794	1544973	8171843
795	1547164	8171203
796	1549159	8169530
797	1551019	8167147
798	1553104	8165945
799	1554959	8163537
800	1556974	8161970
801	1558974	8160318
802	1560973	8158660
803	1562810	8156162
804	1564954	8155259
805	1566850	8153064
806	1568766	8150976
807	1570623	8148580
808	1572539	8146492
809	1574410	8144173
810	1576025	8140530
811	1578127	8139406
812	1579873	8136445
813	1581872	8134791
814	1583696	8132230
815	1585680	8130500
816	1587519	8128019
817	1589482	8126182
818	1591291	8123553
819	1593137	8121116
820	1594968	8118605
821	1596899	8116602
822	1598857	8114738
823	1600836	8112976
824	1602881	8111552
825	1604641	8108686
826	1606531	8106477
827	1608404	8104180
828	1610324	8102126
829	1612499	8101350
830	1614569	8100046
831	1616586	8098475
832	1618623	8097004
833	1620469	8094575
834	1622284	8091992
835	1624179	8089810
836	1626304	8088775
837	1628235	8086771
838	1630259	8085230
839	1632171	8083132
840	1634081	8081028
841	1635897	8078457
842	1637693	8075791
843	1639462	8072991
844	1641444	8071244
845	1643334	8069046
846	1644998	8065736
847	1646850	8063351
848	1648750	8061207
849	1651051	8061017
850	1653030	8059253
851	1654969	8057293
852	1656843	8055015
853	1658809	8053191
854	1660666	8050831
855	1662539	8048557
856	1664390	8046172
857	1666343	8044283
858	1668218	8042017
859	1670362	8041046
860	1672331	8039232
861	1674246	8037161
862	1676165	8035107
863	1678274	8033964
864	1680077	8031351
865	1682080	8029699
866	1683956	8027444
867	1685718	8024639
868	1687651	8022654
869	1689587	8020687
870	1691924	8020615
871	1693930	8018975
872	1695796	8016669
873	1697778	8014914
874	1700173	8015103
875	1702144	8013294
876	1704129	8011546
877	1706059	8009542
878	1708172	8008396
879	1710151	8006620
880	1712167	8005015
881	1714042	8002750
882	1715979	8000777
883	1717945	7998939
884	1719987	7997455
885	1721964	7995666
886	1724171	7994948
887	1726062	7992757
888	1728002	7990798
889	1730114	7989628
890	1732024	7987527
891	1733725	7984465
892	1735894	7983561
893	1737984	7982288
894	1739972	7980544
895	1742130	7979579
896	1744083	7977677
897	1746156	7976319
898	1748086	7974307
899	1749928	7971895
900	1751648	7968933
901	1753289	7965610
902	1755380	7964333
903	1757311	7962333
904	1759209	7960181
905	1761262	7958728
906	1763313	7957265
907	1765406	7955995
908	1767298	7953814
909	1769206	7951708
910	1771134	7949689
911	1773013	7947453
912	1775009	7945741
913	1777101	7944461
914	1778937	7942032
915	1780926	7940287
916	1783006	7938946
917	1785004	7937243
918	1786838	7934809
919	1788908	7933420
920	1790720	7930887
921	1792685	7929036
922	1794690	7927361
923	1796755	7925949
924	1798575	7923453
925	1800533	7921570
926	1802693	7920572
927	1804542	7918206
928	1806417	7915959
929	1808441	7914361
930	1810393	7912452
931	1812392	7910743
932	1814226	7908316
933	1816191	7906461
934	1818193	7904767
935	1820382	7903883
936	1822176	7901284
937	1823821	7898042
938	1825889	7896633
939	1827979	7895314
940	1829968	7893562
941	1832094	7892396
942	1833902	7889862
943	1835797	7887708
944	1837727	7885696
945	1839949	7884942
946	1841983	7883377
947	1844172	7882473
948	1846157	7880701
949	1848265	7879449
950	1850045	7876795
951	1851970	7874763
952	1854043	7873362
953	1856162	7872153
954	1858102	7870183
955	1860073	7868345
956	1862197	7867151
957	1864226	7865556
958	1866222	7863822
959	1868149	7861794
960	1870220	7860373
961	1872098	7858141
962	1874383	7857620
963	1876373	7855852
964	1878388	7854193
965	1880163	7851531
966	1882170	7849839
967	1884262	7848500
968	1886128	7846217
969	1888000	7843959
970	1890263	7843330
971	1892338	7841911
972	1894270	7839906
973	1896384	7838649
974	1898507	7837427
975	1900648	7836279
976	1902883	7835517
977	1904721	7833117
978	1906696	7831283
979	1908759	7829807
980	1910926	7828760
981	1913013	7827381
982	1914793	7824748
983	1916684	7822566
984	1918438	7819828
985	1920399	7817933
986	1922229	7815507
987	1924169	7813531
988	1925931	7810828
989	1928034	7809514
990	1929828	7806944
991	1931667	7804560
992	1933596	7802540
993	1935421	7800100
994	1937265	7797735
995	1939157	7795567
996	1940960	7793042
997	1942892	7791036
998	1944931	7789458
999	1946997	7787991
1000	1948830	7785589
1001	1950637	7783080
1002	1952664	7781456
1003	1954687	7779811
1004	1956390	7776893
1005	1958303	7774816
1006	1960221	7772754
1007	1962062	7770391
1008	1964090	7768767
1009	1965877	7766188
1010	1968068	7765209
1011	1970343	7764553
1012	1972403	7763053
1013	1974602	7762096
1014	1976552	7760158
1015	1978565	7758468
1016	1980599	7756859
1017	1982679	7755433
1018	1984668	7753647
1019	1986563	7751493
1020	1988469	7749383
1021	1990466	7747628
1022	1992300	7745238
1023	1994246	7743287
1024	1996373	7742034
1025	1998590	7741129
1026	2000435	7738784
1027	2002413	7736952
1028	2004475	7735445
1029	2006544	7733964
1030	2008420	7731735
1031	2010338	7729674
1032	2012511	7728589
1033	2014390	7726374
1034	2016255	7724107
1035	2018321	7722610
1036	2020145	7720188
1037	2021996	7717872
1038	2023826	7715472
1039	2025506	7712506
1040	2027679	7711414
1041	2029520	7709063
1042	2031545	7707406
1043	2033267	7704604
1044	2035219	7702671
1045	2037242	7701012
1046	2039115	7698779
1047	2041106	7696995
1048	2043089	7695183
1049	2045232	7693969
1050	2047339	7692618
1051	2049175	7690249
1052	2051122	7688300
1053	2053219	7686909
1054	2055215	7685142
1055	2057225	7683427
1056	2059468	7682576
1057	2061365	7680437
1058	2063323	7678525
1059	2065304	7676697
1060	2067291	7674891
1061	2069002	7672065
1062	2071150	7670857
1063	2073375	7669929
1064	2075471	7668526
1065	2077705	7667628
1066	2079722	7665932
1067	2081983	7665131
1068	2083885	7663008
1069	2085855	7661133
1070	2087810	7659202
1071	2089668	7656917
1072	2091708	7655300
1073	2093473	7652678
1074	2095129	7649660
1075	2096967	7647306
1076	2099006	7645683
1077	2101013	7643947
1078	2102886	7641721
1079	2105080	7640663
1080	2107010	7638645
1081	2108970	7636733
1082	2110907	7634740
1083	2112671	7632123
1084	2114593	7630075
1085	2116607	7628363
1086	2118478	7626133
1087	2120340	7623872
1088	2122508	7622710
1089	2124777	7621909
1090	2126688	7619823
1091	2128429	7617128
1092	2130431	7615365
1093	2132456	7613689
1094	2134415	7611775
1095	2136333	7609715
1096	2138397	7608171
1097	2140431	7606525
1098	2142523	7605080
1099	2144525	7603317
1100	2146418	7601167
1101	2148348	7599147
1102	2149889	7595756
1103	2151718	7593382
1104	2153698	7591543
1105	2155590	7589394
1106	2157388	7586914
1107	2159259	7584691
1108	2161113	7582410
1109	2163190	7580909
1110	2165445	7580033
1111	2167385	7578054
1112	2169181	7575568
1113	2170847	7572633
1114	2172856	7570895
1115	2174588	7568190
1116	2176429	7565870
1117	2178258	7563506
1118	2180249	7561706
1119	2182349	7560283
1120	2184436	7558813
1121	2186441	7557059
1122	2188390	7555110
1123	2190379	7553301
1124	2192368	7551490
1125	2194136	7548921
1126	2196114	7547072
1127	2198098	7545245
1128	2200073	7543387
1129	2202173	7541958
1130	2204012	7539631
1131	2205918	7537538
1132	2207915	7535755
1133	2209922	7534005
1134	2211917	7532213
1135	2213886	7530333
1136	2215713	7527969
1137	2217860	7526693
1138	2219896	7525040
1139	2221811	7522976
1140	2223762	7521032
1141	2225680	7518981
1142	2227744	7517420
1143	2229759	7515691
1144	2231700	7513716
1145	2233650	7511769
1146	2235742	7510301
1147	2237669	7508276
1148	2239582	7506205
1149	2241449	7503983
1150	2243495	7502358
1151	2245128	7499351
1152	2247150	7497646
1153	2249020	7495434
1154	2251025	7493673
1155	2252583	7490426
1156	2254704	7489049
1157	2256615	7486973
1158	2258630	7485245
1159	2260537	7483157
1160	2262484	7481204
1161	2264378	7479076
1162	2266336	7477155
1163	2268502	7475922
1164	2270464	7474019
1165	2272579	7472615
1166	2274493	7470550
1167	2276558	7468983
1168	2278423	7466759
1169	2280530	7465326
1170	2282586	7463726
1171	2284510	7461695
1172	2286518	7459936
1173	2288519	7458154
1174	2290542	7456445
1175	2292898	7455820
1176	2294777	7453640
1177	2296784	7451875
1178	2298765	7450026
1179	2300640	7447837
1180	2302683	7446188
1181	2304683	7444399
1182	2306552	7442190
1183	2308365	7439799
1184	2309862	7436393
1185	2311643	7433903
