fold	iteration	train_auc	val_auc
002	000061	0.980514	0.763333
002	000062	0.980942	0.762222
002	000063	0.981228	0.761111
002	000064	0.981799	0.758889
002	000065	0.982512	0.757778
002	000066	0.982227	0.758889
002	000067	0.981799	0.766667
002	000068	0.981799	0.764444
002	000069	0.982227	0.763333
002	000070	0.983512	0.760000
002	000071	0.983369	0.761111
002	000072	0.983797	0.760000
002	000073	0.984440	0.762222
002	000074	0.984868	0.764444
002	000075	0.985724	0.762222
002	000076	0.987438	0.760000
002	000077	0.987295	0.761111
002	000078	0.987723	0.758889
002	000079	0.987580	0.764444
002	000080	0.987866	0.762222
002	000081	0.988437	0.762222
002	000082	0.988580	0.766667
002	000083	0.988580	0.766667
002	000084	0.988865	0.764444
002	000085	0.988722	0.764444
002	000086	0.988865	0.761111
002	000087	0.989436	0.762222
002	000088	0.989864	0.765556
002	000089	0.990007	0.763333
002	000090	0.990150	0.764444
002	000091	0.990150	0.764444
002	000092	0.990578	0.763333
002	000093	0.990721	0.765556
002	000094	0.990864	0.762222
002	000095	0.991292	0.762222
002	000096	0.991435	0.761111
002	000097	0.991292	0.764444
002	000098	0.991577	0.764444
002	000099	0.991863	0.767778
002	000100	0.991863	0.767778
002	000101	0.992148	0.764444
002	000102	0.992148	0.765556
002	000103	0.992577	0.766667
002	000104	0.992719	0.763333
002	000105	0.992862	0.767778
002	000106	0.993291	0.770000
002	000107	0.993433	0.765556
002	000108	0.993719	0.764444
002	000109	0.994004	0.767778
002	000110	0.993719	0.768889
002	000111	0.994290	0.767778
002	000112	0.994433	0.764444
002	000113	0.994861	0.767778
002	000114	0.995004	0.767778
002	000115	0.995146	0.766667
002	000116	0.995432	0.766667
002	000117	0.995575	0.765556
002	000118	0.995717	0.766667
002	000119	0.995717	0.768889
002	000120	0.995717	0.767778
002	000121	0.995860	0.767778
002	000122	0.996146	0.766667
002	000123	0.996146	0.765556
002	000124	0.996288	0.764444
002	000125	0.996431	0.765556
002	000126	0.996288	0.764444
002	000127	0.996717	0.765556
002	000128	0.996859	0.765556
002	000129	0.997002	0.765556
002	000130	0.997002	0.766667
002	000131	0.997002	0.770000
002	000132	0.997145	0.766667
002	000133	0.997145	0.765556
002	000134	0.997288	0.763333
002	000135	0.997288	0.766667
002	000136	0.997430	0.767778
002	000137	0.997716	0.767778
002	000138	0.998001	0.767778
002	000139	0.998001	0.767778
002	000140	0.998001	0.768889
002	000141	0.998144	0.770000
002	000142	0.998287	0.770000
002	000143	0.998287	0.771111
002	000144	0.998430	0.772222
002	000145	0.998572	0.771111
002	000146	0.998572	0.771111
002	000147	0.998715	0.772222
002	000148	0.998715	0.775556
002	000149	0.998715	0.775556
002	000150	0.998858	0.774444
002	000151	0.998858	0.770000
002	000152	0.999001	0.766667
002	000153	0.999001	0.767778
002	000154	0.999001	0.770000
002	000155	0.999001	0.767778
002	000156	0.999001	0.765556
002	000157	0.999001	0.768889
002	000158	0.999001	0.768889
002	000159	0.999001	0.764444
002	000160	0.999001	0.760000
002	000161	0.999001	0.761111
002	000162	0.999001	0.762222
002	000163	0.999143	0.760000
002	000164	0.999143	0.761111
002	000165	0.999286	0.758889
002	000166	0.999286	0.764444
002	000167	0.999286	0.763333
002	000168	0.999286	0.763333
002	000169	0.999429	0.763333
002	000170	0.999429	0.762222
002	000171	0.999429	0.760000
002	000172	0.999429	0.761111
002	000173	0.999429	0.762222
002	000174	0.999429	0.762222
002	000175	0.999429	0.763333
002	000176	0.999429	0.764444
002	000177	0.999429	0.767778
002	000178	0.999429	0.766667
002	000179	0.999429	0.765556
002	000180	0.999429	0.762222
002	000181	0.999429	0.764444
002	000182	0.999429	0.763333
002	000183	0.999572	0.764444
002	000184	0.999572	0.763333
002	000185	0.999714	0.765556
002	000186	0.999714	0.762222
002	000187	0.999714	0.758889
002	000188	0.999714	0.758889
002	000189	0.999714	0.756667
002	000190	0.999714	0.757778
002	000191	0.999714	0.757778
002	000192	0.999714	0.757778
002	000193	0.999714	0.757778
002	000194	0.999714	0.754444
002	000195	0.999714	0.753333
002	000196	0.999714	0.755556
002	000197	0.999714	0.753333
003	000001	0.789301	0.898876
003	000002	0.856446	0.913858
003	000003	0.893903	0.925094
003	000004	0.886432	0.906367
003	000005	0.878362	0.906367
003	000006	0.902471	0.938202
003	000007	0.902869	0.941948
003	000008	0.903317	0.928839
003	000009	0.914077	0.943820
003	000010	0.908298	0.951311
003	000011	0.911686	0.951311
003	000012	0.904114	0.928839
003	000013	0.914375	0.943820
003	000014	0.911586	0.951311
003	000015	0.914724	0.930712
003	000016	0.923790	0.949438
003	000017	0.937986	0.949438
003	000018	0.936093	0.949438
003	000019	0.940974	0.926966
003	000020	0.941174	0.949438
003	000021	0.941423	0.949438
003	000022	0.943216	0.926966
003	000023	0.943814	0.938202
003	000024	0.945308	0.938202
003	000025	0.948496	0.951311
003	000026	0.950687	0.947566
003	000027	0.951385	0.951311
003	000028	0.950787	0.951311
003	000029	0.953178	0.943820
003	000030	0.952879	0.947566
003	000031	0.953278	0.947566
003	000032	0.957462	0.928839
003	000033	0.957063	0.936330
003	000034	0.959404	0.928839
003	000035	0.958010	0.925094
003	000036	0.961696	0.917603
003	000037	0.961596	0.928839
003	000038	0.962991	0.932584
003	000039	0.963788	0.921348
003	000040	0.965083	0.925094
003	000041	0.965880	0.925094
003	000042	0.966079	0.925094
003	000043	0.967274	0.925094
003	000044	0.968868	0.925094
003	000045	0.969068	0.921348
003	000046	0.969964	0.921348
003	000047	0.969964	0.925094
003	000048	0.969665	0.921348
003	000049	0.969865	0.921348
003	000050	0.972654	0.921348
003	000051	0.972953	0.917603
003	000052	0.973152	0.921348
003	000053	0.973252	0.913858
003	000054	0.973451	0.906367
003	000055	0.974347	0.913858
003	000056	0.974248	0.910112
003	000057	0.974746	0.910112
003	000058	0.976340	0.902622
003	000059	0.976240	0.902622
004	000001	0.840427	0.484674
004	000002	0.840427	0.484674
004	000003	0.845188	0.486590
004	000004	0.884821	0.544061
004	000005	0.884821	0.544061
004	000006	0.885714	0.559387
004	000007	0.886706	0.559387
004	000008	0.887897	0.559387
004	000009	0.901736	0.620690
004	000010	0.909177	0.645594
004	000011	0.910268	0.699234
004	000012	0.910169	0.676245
004	000013	0.910764	0.660920
004	000014	0.912946	0.695402
004	000015	0.916022	0.687739
004	000016	0.926339	0.695402
004	000017	0.917113	0.691571
004	000018	0.926438	0.695402
004	000019	0.926637	0.695402
004	000020	0.930208	0.695402
004	000021	0.930208	0.695402
004	000022	0.937897	0.693487
004	000023	0.938591	0.708812
004	000024	0.938889	0.701149
004	000025	0.941468	0.689655
004	000026	0.943750	0.712644
004	000027	0.942560	0.708812
004	000028	0.948611	0.689655
004	000029	0.947619	0.701149
004	000030	0.949256	0.683908
004	000031	0.949653	0.680077
004	000032	0.951488	0.685824
004	000033	0.952579	0.689655
004	000034	0.954167	0.685824
004	000035	0.953671	0.681992
004	000036	0.954861	0.685824
004	000037	0.960516	0.693487
004	000038	0.960913	0.693487
004	000039	0.961508	0.701149
004	000040	0.964732	0.689655
004	000041	0.964732	0.689655
004	000042	0.966915	0.693487
004	000043	0.967113	0.678161
004	000044	0.967808	0.689655
004	000045	0.969643	0.689655
004	000046	0.970833	0.697318
004	000047	0.971329	0.697318
004	000048	0.971825	0.693487
004	000049	0.972917	0.704981
004	000050	0.972817	0.704981
004	000051	0.972718	0.704981
004	000052	0.973115	0.712644
004	000053	0.973611	0.720307
004	000054	0.973611	0.720307
004	000055	0.975099	0.724138
004	000056	0.975496	0.724138
004	000057	0.976290	0.724138
004	000058	0.976984	0.727969
004	000059	0.977183	0.727969
004	000060	0.977183	0.727969
004	000061	0.977877	0.731801
004	000062	0.978274	0.727969
004	000063	0.978671	0.731801
004	000064	0.978968	0.731801
004	000065	0.978869	0.731801
004	000066	0.979266	0.731801
004	000067	0.979663	0.747126
004	000068	0.979960	0.747126
004	000069	0.980456	0.743295
004	000070	0.980754	0.754789
004	000071	0.981052	0.750958
004	000072	0.981052	0.750958
004	000073	0.981647	0.758621
004	000074	0.982341	0.750958
004	000075	0.982044	0.750958
004	000076	0.983234	0.750958
004	000077	0.983929	0.743295
004	000078	0.983532	0.750958
004	000079	0.983730	0.750958
004	000080	0.983829	0.750958
004	000081	0.984524	0.747126
004	000082	0.984921	0.747126
004	000083	0.984722	0.747126
004	000084	0.984921	0.743295
004	000085	0.985317	0.747126
004	000086	0.985615	0.743295
004	000087	0.985516	0.739464
004	000088	0.985813	0.747126
004	000089	0.986409	0.747126
004	000090	0.986409	0.739464
004	000091	0.986310	0.743295
004	000092	0.986409	0.743295
004	000093	0.987401	0.747126
004	000094	0.987698	0.754789
004	000095	0.987996	0.747126
004	000096	0.988194	0.750958
004	000097	0.988690	0.747126
004	000098	0.988393	0.754789
004	000099	0.988591	0.754789
004	000100	0.988591	0.739464
004	000101	0.988790	0.747126
004	000102	0.988988	0.750958
004	000103	0.988889	0.754789
004	000104	0.988988	0.750958
004	000105	0.989087	0.758621
004	000106	0.989683	0.762452
004	000107	0.989980	0.766284
004	000108	0.990179	0.773946
004	000109	0.990575	0.777778
004	000110	0.990575	0.773946
004	000111	0.990575	0.781609
004	000112	0.991071	0.773946
004	000113	0.991270	0.781609
004	000114	0.991567	0.785441
004	000115	0.991766	0.773946
004	000116	0.991667	0.777778
004	000117	0.992063	0.785441
004	000118	0.992063	0.785441
004	000119	0.992758	0.789272
004	000120	0.992460	0.785441
004	000121	0.992560	0.785441
004	000122	0.992956	0.789272
004	000123	0.992956	0.789272
004	000124	0.993254	0.785441
004	000125	0.993651	0.789272
004	000126	0.993452	0.789272
004	000127	0.993353	0.789272
004	000128	0.993353	0.793103
004	000129	0.993651	0.789272
004	000130	0.993651	0.793103
004	000131	0.993948	0.789272
004	000132	0.993750	0.789272
004	000133	0.994147	0.793103
004	000134	0.994643	0.793103
004	000135	0.994742	0.793103
004	000136	0.994742	0.789272
004	000137	0.994742	0.789272
004	000138	0.994643	0.793103
004	000139	0.994841	0.785441
004	000140	0.995238	0.777778
004	000141	0.995337	0.777778
004	000142	0.995337	0.777778
004	000143	0.995337	0.773946
004	000144	0.995437	0.777778
004	000145	0.995437	0.777778
004	000146	0.995437	0.777778
004	000147	0.995536	0.777778
004	000148	0.995536	0.777778
004	000149	0.995536	0.785441
004	000150	0.995833	0.785441
004	000151	0.996032	0.777778
004	000152	0.996032	0.777778
004	000153	0.996131	0.781609
004	000154	0.996131	0.781609
004	000155	0.996131	0.781609
004	000156	0.996429	0.781609
004	000157	0.996627	0.777778
004	000158	0.996627	0.777778
004	000159	0.996726	0.777778
004	000160	0.996825	0.777778
004	000161	0.996726	0.793103
004	000162	0.996825	0.793103
004	000163	0.997123	0.793103
004	000164	0.997222	0.793103
004	000165	0.997222	0.789272
004	000166	0.997222	0.793103
004	000167	0.997321	0.793103
004	000168	0.997321	0.796935
004	000169	0.997421	0.800766
004	000170	0.997421	0.793103
004	000171	0.997421	0.793103
004	000172	0.997421	0.796935
004	000173	0.997421	0.796935
004	000174	0.997520	0.796935
004	000175	0.997619	0.796935
004	000176	0.997619	0.796935
004	000177	0.997718	0.789272
004	000178	0.997718	0.785441
004	000179	0.997718	0.785441
004	000180	0.998115	0.785441
004	000181	0.998115	0.781609
004	000182	0.998214	0.773946
004	000183	0.998214	0.773946
004	000184	0.998115	0.773946
004	000185	0.998115	0.773946
004	000186	0.998313	0.773946
004	000187	0.998313	0.770115
004	000188	0.998313	0.770115
004	000189	0.998512	0.766284
004	000190	0.998413	0.766284
004	000191	0.998413	0.770115
004	000192	0.998512	0.770115
004	000193	0.998512	0.770115
004	000194	0.998512	0.770115
004	000195	0.998710	0.770115
004	000196	0.998909	0.770115
004	000197	0.998909	0.773946
004	000198	0.998909	0.770115
004	000199	0.998909	0.773946
004	000200	0.999008	0.773946
004	000201	0.998909	0.773946
004	000202	0.999008	0.773946
004	000203	0.999008	0.773946
004	000204	0.999008	0.773946
004	000205	0.999008	0.777778
004	000206	0.999008	0.770115
004	000207	0.999008	0.777778
004	000208	0.999008	0.773946
004	000209	0.999008	0.773946
004	000210	0.999107	0.770115
004	000211	0.999107	0.770115
004	000212	0.999107	0.770115
004	000213	0.999206	0.770115
004	000214	0.999206	0.770115
004	000215	0.999306	0.773946
004	000216	0.999306	0.777778
004	000217	0.999405	0.773946
004	000218	0.999405	0.777778
005	000001	0.802637	0.912791
005	000002	0.802637	0.912791
005	000003	0.830514	0.912791
005	000004	0.860943	0.915698
005	000005	0.873701	0.927326
005	000006	0.873417	0.927326
005	000007	0.872283	0.927326
005	000008	0.879040	0.927326
005	000009	0.887214	0.927326
005	000010	0.885797	0.927326
005	000011	0.886175	0.927326
005	000012	0.890096	0.941860
005	000013	0.892742	0.941860
005	000014	0.894396	0.941860
005	000015	0.896097	0.941860
005	000016	0.900113	0.944767
005	000017	0.902807	0.944767
005	000018	0.902240	0.944767
005	000019	0.914241	0.959302
005	000020	0.926432	0.959302
005	000021	0.926810	0.959302
005	000022	0.934700	0.953488
005	000023	0.934984	0.953488
005	000024	0.937252	0.959302
005	000025	0.940985	0.953488
005	000026	0.944434	0.953488
005	000027	0.949348	0.953488
005	000028	0.949253	0.953488
005	000029	0.952183	0.959302
005	000030	0.954073	0.959302
005	000031	0.953506	0.959302
005	000032	0.955018	0.959302
005	000033	0.956246	0.965116
005	000034	0.957947	0.965116
005	000035	0.960026	0.959302
005	000036	0.960215	0.965116
005	000037	0.960593	0.965116
005	000038	0.961160	0.965116
005	000039	0.962105	0.965116
005	000040	0.963523	0.965116
005	000041	0.964373	0.959302
005	000042	0.964562	0.959302
005	000043	0.965035	0.965116
005	000044	0.968059	0.965116
005	000045	0.967870	0.965116
005	000046	0.968720	0.965116
005	000047	0.969382	0.965116
005	000048	0.970138	0.965116
005	000049	0.970232	0.959302
005	000050	0.970516	0.959302
005	000051	0.971366	0.959302
005	000052	0.971555	0.959302
005	000053	0.972689	0.959302
005	000054	0.974296	0.959302
005	000055	0.975052	0.959302
005	000056	0.974674	0.959302
005	000057	0.975430	0.959302
005	000058	0.975619	0.959302
005	000059	0.976658	0.953488
005	000060	0.976753	0.953488
005	000061	0.977131	0.959302
005	000062	0.976753	0.965116
005	000063	0.977981	0.959302
005	000064	0.978548	0.959302
005	000065	0.979399	0.959302
005	000066	0.979588	0.959302
005	000067	0.979021	0.959302
005	000068	0.979588	0.959302
005	000069	0.980911	0.953488
005	000070	0.980816	0.959302
005	000071	0.981289	0.959302
005	000072	0.982045	0.953488
005	000073	0.982517	0.953488
005	000074	0.982801	0.953488
005	000075	0.982706	0.953488
005	000076	0.983084	0.953488
005	000077	0.983935	0.953488
005	000078	0.984124	0.953488
005	000079	0.984502	0.953488
005	000080	0.984596	0.953488
005	000081	0.984974	0.953488
005	000082	0.985258	0.953488
006	000001	0.810700	0.732510
006	000002	0.833921	0.804527
006	000003	0.833921	0.874486
006	000004	0.870909	0.888889
006	000005	0.873212	0.886831
006	000006	0.886978	0.890947
006	000007	0.887664	0.853909
006	000008	0.891926	0.853909
006	000009	0.894376	0.866255
006	000010	0.892024	0.866255
006	000011	0.893690	0.853909
006	000012	0.899569	0.866255
006	000013	0.900059	0.866255
006	000014	0.899961	0.866255
006	000015	0.910249	0.866255
006	000016	0.910543	0.866255
006	000017	0.911425	0.866255
006	000018	0.919214	0.880658
006	000019	0.923133	0.880658
006	000020	0.920978	0.880658
006	000021	0.930482	0.897119
006	000022	0.929600	0.897119
006	000023	0.936263	0.913580
006	000024	0.938908	0.917695
006	000025	0.943612	0.913580
006	000026	0.948903	0.930041
006	000027	0.949686	0.930041
006	000028	0.950470	0.930041
006	000029	0.952479	0.934156
006	000030	0.957035	0.934156
006	000031	0.958211	0.938272
006	000032	0.959975	0.946502
006	000033	0.962032	0.958848
006	000034	0.964923	0.954733
006	000035	0.965119	0.954733
006	000036	0.966882	0.954733
006	000037	0.967078	0.954733
006	000038	0.970116	0.958848
006	000039	0.970312	0.954733
006	000040	0.970410	0.954733
006	000041	0.970410	0.958848
006	000042	0.971291	0.958848
006	000043	0.971585	0.958848
006	000044	0.972761	0.967078
006	000045	0.972173	0.962963
006	000046	0.973153	0.958848
006	000047	0.975064	0.967078
006	000048	0.975456	0.967078
006	000049	0.975554	0.971193
006	000050	0.975652	0.967078
006	000051	0.976974	0.967078
006	000052	0.976778	0.967078
006	000053	0.977072	0.962963
006	000054	0.977464	0.971193
006	000055	0.977562	0.971193
006	000056	0.977660	0.975309
006	000057	0.978444	0.979424
006	000058	0.978444	0.971193
006	000059	0.979522	0.971193
006	000060	0.979718	0.971193
006	000061	0.980600	0.971193
006	000062	0.980796	0.979424
006	000063	0.981677	0.979424
006	000064	0.981579	0.979424
006	000065	0.981530	0.979424
006	000066	0.981530	0.979424
006	000067	0.981530	0.979424
006	000068	0.982314	0.983539
006	000069	0.982755	0.983539
006	000070	0.983539	0.983539
006	000071	0.983539	0.983539
006	000072	0.984225	0.983539
006	000073	0.985597	0.983539
006	000074	0.986087	0.983539
006	000075	0.985793	0.983539
006	000076	0.986283	0.983539
006	000077	0.986772	0.983539
006	000078	0.987556	0.983539
006	000079	0.987654	0.983539
006	000080	0.987654	0.983539
006	000081	0.988340	0.983539
006	000082	0.988242	0.983539
006	000083	0.988242	0.983539
006	000084	0.988536	0.983539
006	000085	0.988830	0.983539
006	000086	0.988928	0.983539
006	000087	0.988928	0.983539
006	000088	0.989026	0.983539
006	000089	0.989124	0.983539
006	000090	0.989418	0.983539
006	000091	0.989712	0.983539
006	000092	0.989712	0.983539
006	000093	0.989810	0.983539
006	000094	0.989614	0.983539
006	000095	0.990202	0.983539
006	000096	0.990888	0.983539
006	000097	0.990692	0.983539
006	000098	0.990594	0.983539
006	000099	0.990986	0.983539
006	000100	0.991378	0.979424
006	000101	0.991476	0.983539
006	000102	0.991574	0.983539
006	000103	0.991574	0.975309
006	000104	0.991476	0.979424
006	000105	0.991574	0.979424
006	000106	0.991574	0.975309
006	000107	0.991868	0.979424
006	000108	0.991868	0.979424
006	000109	0.992161	0.975309
006	000110	0.992651	0.975309
006	000111	0.992847	0.975309
006	000112	0.993141	0.975309
006	000113	0.992847	0.975309
006	000114	0.992945	0.975309
006	000115	0.993141	0.975309
006	000116	0.993043	0.975309
006	000117	0.993337	0.975309
001	000001	0.887698	0.696573
001	000002	0.909594	0.687500
001	000003	0.909707	0.687500
001	000004	0.911907	0.687500
001	000005	0.917269	0.687500
001	000006	0.923589	0.714718
001	000007	0.925339	0.702621
001	000008	0.923533	0.702621
001	000009	0.924661	0.702621
001	000010	0.922630	0.702621
001	000011	0.925282	0.701613
001	000012	0.931941	0.687500
001	000013	0.930587	0.687500
001	000014	0.931433	0.724798
001	000015	0.934707	0.704637
001	000016	0.932223	0.704637
001	000017	0.937585	0.704637
001	000018	0.940688	0.732863
001	000019	0.942494	0.730847
001	000020	0.942494	0.730847
001	000021	0.943623	0.771169
001	000022	0.944977	0.767137
001	000023	0.944865	0.767137
001	000024	0.950621	0.781250
001	000025	0.952765	0.789315
001	000026	0.953160	0.772177
001	000027	0.957167	0.796371
001	000028	0.959763	0.784274
001	000029	0.962133	0.776210
001	000030	0.963149	0.784274
001	000031	0.966196	0.779234
001	000032	0.967212	0.773185
001	000033	0.968792	0.761089
001	000034	0.972348	0.755040
001	000035	0.973815	0.767137
001	000036	0.974831	0.761089
001	000037	0.975508	0.755040
001	000038	0.975903	0.773185
001	000039	0.977652	0.765121
001	000040	0.978668	0.763105
001	000041	0.979910	0.772177
001	000042	0.982506	0.780242
001	000043	0.982844	0.778226
001	000044	0.983973	0.770161
001	000045	0.984989	0.772177
001	000046	0.986230	0.772177
001	000047	0.986569	0.772177
001	000048	0.987585	0.772177
001	000049	0.987810	0.768145
001	000050	0.989278	0.768145
001	000051	0.989955	0.764113
001	000052	0.990068	0.760081
001	000053	0.990406	0.762097
001	000054	0.991648	0.760081
001	000055	0.992099	0.762097
001	000056	0.992438	0.760081
001	000057	0.993115	0.762097
001	000058	0.993002	0.762097
001	000059	0.993115	0.764113
001	000060	0.993567	0.764113
001	000061	0.993792	0.764113
001	000062	0.994695	0.762097
001	000063	0.994582	0.756048
001	000064	0.994808	0.758065
001	000065	0.994808	0.758065
001	000066	0.994921	0.760081
001	000067	0.995260	0.762097
001	000068	0.995147	0.758065
001	000069	0.995260	0.756048
001	000070	0.995598	0.756048
001	000071	0.996050	0.750000
001	000072	0.996050	0.750000
001	000073	0.995824	0.750000
001	000074	0.996050	0.750000
001	000075	0.996727	0.745968
001	000076	0.997178	0.743952
002	000001	0.855175	0.731667
002	000002	0.862027	0.740000
002	000003	0.862027	0.740000
002	000004	0.869950	0.733333
002	000005	0.869950	0.733333
002	000006	0.869950	0.733333
002	000007	0.899072	0.699444
002	000008	0.911920	0.715556
002	000009	0.914632	0.715556
002	000010	0.919486	0.724444
002	000011	0.917488	0.728889
002	000012	0.917916	0.721111
002	000013	0.929479	0.714444
002	000014	0.940328	0.727222
002	000015	0.946039	0.733333
002	000016	0.948323	0.727778
002	000017	0.946752	0.731111
002	000018	0.948037	0.741111
002	000019	0.948465	0.743333
002	000020	0.950393	0.743889
002	000021	0.953890	0.751111
002	000022	0.959743	0.758889
002	000023	0.960742	0.762222
002	000024	0.962170	0.767778
002	000025	0.964311	0.760000
002	000026	0.963026	0.762222
002	000027	0.966310	0.757778
002	000028	0.968879	0.748889
002	000029	0.969879	0.755556
002	000030	0.970878	0.762222
002	000031	0.969879	0.760000
002	000032	0.970878	0.754444
002	000033	0.973590	0.754444
002	000034	0.974447	0.754444
002	000035	0.975303	0.760000
002	000036	0.977587	0.760000
002	000037	0.976874	0.758889
002	000038	0.976874	0.760000
002	000039	0.977159	0.758889
002	000040	0.978301	0.758889
002	000041	0.979015	0.760000
002	000042	0.979015	0.758889
002	000043	0.980728	0.761111
002	000044	0.981727	0.757778
002	000045	0.981299	0.756667
002	000046	0.981870	0.764444
002	000047	0.983726	0.757778
002	000048	0.983440	0.764444
002	000049	0.983440	0.766667
002	000050	0.984725	0.768889
002	000051	0.985011	0.765556
002	000052	0.986010	0.767778
002	000053	0.986438	0.766667
002	000054	0.987723	0.758889
002	000055	0.987723	0.762222
002	000056	0.989008	0.760000
002	000057	0.989008	0.760000
002	000058	0.989008	0.763333
002	000059	0.989293	0.763333
002	000060	0.989864	0.768889
002	000061	0.990435	0.767778
002	000062	0.990864	0.768889
002	000063	0.991292	0.767778
002	000064	0.991577	0.770000
002	000065	0.991863	0.772222
002	000066	0.992291	0.772222
002	000067	0.992862	0.764444
002	000068	0.993433	0.765556
002	000069	0.993719	0.763333
002	000070	0.993719	0.761111
002	000071	0.994290	0.763333
002	000072	0.994575	0.763333
002	000073	0.994861	0.758889
002	000074	0.994718	0.761111
002	000075	0.995146	0.761111
002	000076	0.995432	0.758889
002	000077	0.995575	0.762222
002	000078	0.996146	0.762222
002	000079	0.996146	0.765556
002	000080	0.996431	0.764444
002	000081	0.996431	0.763333
002	000082	0.996431	0.765556
002	000083	0.996431	0.765556
002	000084	0.996574	0.765556
002	000085	0.996574	0.765556
002	000086	0.997002	0.763333
002	000087	0.997002	0.765556
002	000088	0.997145	0.764444
002	000089	0.997145	0.762222
002	000090	0.997716	0.764444
002	000091	0.998144	0.758889
002	000092	0.998144	0.757778
002	000093	0.998144	0.760000
002	000094	0.998144	0.760000
002	000095	0.998287	0.764444
002	000096	0.998287	0.764444
002	000097	0.998430	0.766667
002	000098	0.998430	0.764444
002	000099	0.998430	0.764444
002	000100	0.998430	0.765556
002	000101	0.998572	0.764444
002	000102	0.998572	0.765556
002	000103	0.998572	0.766667
002	000104	0.998715	0.771111
002	000105	0.998715	0.768889
002	000106	0.998715	0.773333
002	000107	0.998715	0.771111
002	000108	0.998715	0.771111
002	000109	0.998858	0.766667
002	000110	0.998858	0.767778
002	000111	0.998858	0.765556
002	000112	0.998858	0.765556
002	000113	0.998858	0.766667
002	000114	0.998858	0.768889
002	000115	0.999143	0.768889
002	000116	0.999286	0.768889
002	000117	0.999143	0.770000
002	000118	0.999143	0.767778
002	000119	0.999572	0.770000
002	000120	0.999572	0.768889
002	000121	0.999572	0.768889
002	000122	0.999714	0.767778
002	000123	0.999714	0.767778
002	000124	0.999714	0.766667
002	000125	0.999714	0.770000
002	000126	0.999714	0.771111
002	000127	0.999857	0.770000
002	000128	0.999857	0.770000
