fold	iteration	train_auc	val_auc
003	000031	0.876005	0.613978
003	000032	0.876478	0.618280
003	000033	0.876005	0.613978
003	000034	0.876478	0.618280
003	000035	0.876478	0.618280
003	000036	0.876478	0.622581
003	000037	0.876478	0.622581
003	000038	0.879078	0.621505
003	000039	0.877896	0.621505
003	000040	0.879078	0.621505
003	000041	0.877896	0.621505
003	000042	0.879078	0.621505
003	000043	0.877896	0.621505
003	000044	0.877896	0.621505
003	000045	0.877896	0.621505
003	000046	0.877896	0.621505
003	000047	0.878132	0.623656
003	000048	0.878369	0.623656
003	000049	0.879314	0.623656
003	000050	0.878132	0.623656
003	000051	0.879314	0.623656
003	000052	0.878132	0.623656
003	000053	0.879314	0.623656
003	000054	0.879787	0.623656
003	000055	0.880733	0.619355
003	000056	0.880733	0.619355
003	000057	0.879787	0.623656
003	000058	0.879314	0.623656
003	000059	0.879787	0.623656
003	000060	0.879787	0.623656
003	000061	0.879787	0.623656
003	000062	0.880733	0.619355
003	000063	0.880733	0.619355
003	000064	0.879787	0.623656
003	000065	0.880733	0.619355
003	000066	0.879787	0.623656
003	000067	0.879787	0.623656
003	000068	0.880024	0.623656
003	000069	0.879787	0.623656
003	000070	0.880733	0.623656
003	000071	0.879787	0.623656
004	000001	0.809533	0.603093
004	000002	0.825467	0.623711
004	000003	0.840733	0.670103
004	000004	0.851067	0.670103
004	000005	0.852133	0.670103
004	000006	0.852933	0.670103
004	000007	0.857067	0.628866
004	000008	0.857467	0.628866
004	000009	0.857800	0.680412
004	000010	0.858733	0.649485
004	000011	0.859267	0.664948
004	000012	0.859667	0.685567
004	000013	0.859800	0.685567
004	000014	0.858867	0.639175
004	000015	0.859667	0.639175
004	000016	0.859800	0.639175
004	000017	0.864533	0.597938
004	000018	0.865333	0.597938
004	000019	0.886867	0.670103
004	000020	0.886867	0.670103
004	000021	0.886733	0.639175
004	000022	0.886733	0.639175
004	000023	0.886867	0.639175
004	000024	0.885800	0.639175
004	000025	0.889200	0.649485
004	000026	0.889467	0.649485
004	000027	0.889733	0.639175
004	000028	0.890467	0.639175
004	000029	0.892400	0.628866
004	000030	0.892400	0.628866
004	000031	0.891867	0.628866
004	000032	0.890400	0.628866
004	000033	0.888933	0.618557
004	000034	0.888400	0.628866
004	000035	0.888400	0.628866
004	000036	0.888800	0.608247
004	000037	0.889333	0.608247
004	000038	0.890000	0.597938
004	000039	0.890133	0.618557
004	000040	0.890133	0.628866
004	000041	0.890667	0.608247
004	000042	0.891067	0.587629
004	000043	0.890267	0.587629
004	000044	0.889733	0.587629
004	000045	0.890267	0.587629
004	000046	0.890533	0.577320
004	000047	0.890800	0.587629
004	000048	0.891067	0.587629
004	000049	0.891200	0.587629
004	000050	0.890667	0.577320
004	000051	0.890667	0.577320
004	000052	0.890933	0.556701
004	000053	0.891200	0.546392
004	000054	0.890667	0.546392
004	000055	0.890800	0.556701
004	000056	0.889867	0.556701
004	000057	0.889067	0.556701
004	000058	0.889333	0.546392
004	000059	0.889333	0.546392
004	000060	0.889867	0.546392
004	000061	0.889333	0.546392
004	000062	0.889733	0.546392
005	000001	0.807708	0.782456
005	000002	0.820773	0.736842
005	000003	0.830862	0.680702
005	000004	0.833989	0.761404
005	000005	0.836814	0.764912
005	000006	0.846247	0.794737
005	000007	0.846852	0.794737
005	000008	0.843422	0.780702
005	000009	0.847710	0.778947
005	000010	0.847710	0.782456
005	000011	0.847105	0.754386
005	000012	0.853460	0.782456
005	000013	0.853460	0.782456
005	000014	0.853460	0.792982
005	000015	0.853561	0.782456
005	000016	0.853259	0.782456
005	000017	0.853864	0.782456
005	000018	0.853410	0.782456
005	000019	0.852805	0.782456
005	000020	0.851695	0.778947
005	000021	0.851796	0.778947
005	000022	0.852199	0.761404
005	000023	0.852199	0.750877
005	000024	0.854923	0.750877
005	000025	0.855024	0.750877
005	000026	0.854923	0.750877
005	000027	0.855680	0.743860
005	000028	0.855579	0.736842
005	000029	0.855377	0.750877
005	000030	0.878632	0.752632
005	000031	0.877926	0.745614
005	000032	0.879742	0.759649
005	000033	0.878834	0.756140
005	000034	0.878430	0.759649
005	000035	0.878935	0.749123
005	000036	0.879590	0.745614
005	000037	0.882213	0.766667
005	000038	0.881305	0.770175
005	000039	0.882365	0.784211
005	000040	0.881860	0.784211
005	000041	0.882466	0.784211
005	000042	0.884383	0.805263
005	000043	0.885291	0.812281
005	000044	0.885795	0.815789
005	000045	0.885795	0.815789
005	000046	0.885896	0.815789
005	000047	0.885896	0.815789
005	000048	0.886199	0.815789
005	000049	0.888721	0.821053
005	000050	0.888216	0.821053
005	000051	0.887006	0.821053
005	000052	0.887409	0.821053
005	000053	0.887561	0.817544
005	000054	0.887258	0.817544
005	000055	0.886955	0.817544
005	000056	0.887258	0.817544
005	000057	0.887258	0.814035
005	000058	0.886854	0.814035
005	000059	0.886451	0.814035
005	000060	0.886552	0.817544
005	000061	0.891949	0.835088
005	000062	0.891747	0.835088
005	000063	0.891596	0.835088
005	000064	0.891798	0.835088
005	000065	0.891899	0.835088
005	000066	0.891596	0.835088
005	000067	0.891495	0.835088
005	000068	0.892100	0.835088
005	000069	0.891798	0.835088
005	000070	0.892403	0.835088
005	000071	0.892302	0.838596
005	000072	0.892655	0.836842
005	000073	0.893614	0.836842
005	000074	0.894118	0.836842
005	000075	0.894522	0.836842
005	000076	0.894118	0.836842
005	000077	0.894320	0.833333
005	000078	0.894118	0.833333
005	000079	0.894118	0.833333
005	000080	0.893816	0.833333
005	000081	0.893715	0.833333
005	000082	0.894017	0.833333
005	000083	0.893916	0.833333
005	000084	0.893715	0.833333
005	000085	0.894421	0.833333
005	000086	0.895228	0.836842
005	000087	0.895632	0.836842
005	000088	0.895632	0.836842
005	000089	0.895934	0.833333
005	000090	0.896338	0.829825
005	000091	0.896035	0.833333
005	000092	0.896237	0.833333
005	000093	0.896136	0.833333
005	000094	0.896439	0.833333
005	000095	0.896338	0.829825
005	000096	0.895833	0.829825
005	000097	0.895934	0.829825
005	000098	0.895632	0.829825
005	000099	0.896943	0.833333
005	000100	0.896842	0.833333
005	000101	0.896842	0.833333
005	000102	0.896842	0.833333
005	000103	0.896842	0.833333
005	000104	0.897145	0.833333
005	000105	0.897044	0.836842
005	000106	0.897246	0.836842
005	000107	0.897044	0.836842
005	000108	0.896842	0.836842
005	000109	0.896943	0.836842
005	000110	0.897952	0.836842
005	000111	0.897851	0.836842
005	000112	0.897750	0.833333
005	000113	0.897851	0.833333
005	000114	0.898053	0.833333
005	000115	0.898154	0.833333
005	000116	0.898456	0.833333
005	000117	0.897952	0.833333
005	000118	0.897952	0.829825
005	000119	0.898860	0.829825
005	000120	0.900928	0.829825
005	000121	0.901332	0.833333
000	000001	0.798307	0.572581
000	000002	0.878555	0.650202
000	000003	0.881264	0.640121
000	000004	0.883070	0.637097
000	000005	0.883973	0.637097
000	000006	0.882619	0.637097
000	000007	0.889278	0.637097
000	000008	0.888036	0.637097
000	000009	0.888713	0.631048
000	000010	0.888036	0.631048
000	000011	0.888375	0.631048
000	000012	0.890688	0.648185
000	000013	0.891591	0.648185
000	000014	0.891591	0.648185
000	000015	0.891366	0.656250
000	000016	0.891140	0.656250
000	000017	0.890801	0.656250
000	000018	0.889898	0.656250
000	000019	0.889560	0.656250
000	000020	0.889221	0.656250
000	000021	0.889334	0.656250
000	000022	0.896840	0.716734
000	000023	0.891874	0.703629
000	000024	0.893736	0.709677
000	000025	0.894074	0.709677
000	000026	0.894413	0.709677
000	000027	0.905643	0.677419
000	000028	0.906546	0.677419
000	000029	0.905530	0.677419
000	000030	0.906321	0.677419
000	000031	0.906208	0.677419
000	000032	0.904402	0.735887
000	000033	0.904515	0.735887
000	000034	0.899436	0.719758
000	000035	0.899661	0.719758
000	000036	0.900226	0.719758
000	000037	0.900226	0.717742
000	000038	0.900564	0.721774
000	000039	0.900564	0.723790
000	000040	0.899097	0.721774
000	000041	0.899097	0.721774
000	000042	0.898646	0.727823
000	000043	0.899097	0.745968
000	000044	0.901298	0.743952
000	000045	0.901467	0.743952
000	000046	0.901411	0.727823
000	000047	0.901637	0.731855
000	000048	0.901637	0.738911
000	000049	0.901862	0.736895
000	000050	0.903104	0.736895
000	000051	0.903781	0.739919
000	000052	0.904458	0.737903
000	000053	0.904684	0.737903
000	000054	0.905361	0.737903
000	000055	0.905135	0.731855
000	000056	0.904345	0.729839
000	000057	0.904571	0.737903
000	000058	0.904684	0.737903
000	000059	0.904684	0.739919
000	000060	0.903894	0.729839
000	000061	0.905474	0.733871
000	000062	0.905813	0.729839
000	000063	0.905813	0.725806
000	000064	0.905700	0.729839
000	000065	0.905700	0.729839
000	000066	0.906603	0.729839
000	000067	0.906716	0.729839
000	000068	0.906716	0.729839
000	000069	0.907280	0.725806
000	000070	0.906941	0.725806
000	000071	0.907731	0.725806
000	000001	0.835118	0.675556
000	000002	0.856959	0.683889
000	000003	0.856959	0.683889
000	000004	0.861884	0.652778
000	000005	0.868737	0.702222
000	000006	0.870164	0.702778
000	000007	0.870878	0.691667
000	000008	0.871449	0.686111
000	000009	0.874447	0.675000
000	000010	0.874447	0.675000
000	000011	0.874732	0.724444
000	000012	0.874732	0.748889
000	000013	0.875018	0.750000
000	000014	0.873448	0.742222
000	000015	0.874161	0.741111
000	000016	0.874161	0.734444
000	000017	0.872591	0.731111
000	000018	0.872591	0.724444
000	000019	0.871306	0.721111
000	000020	0.871734	0.732778
000	000021	0.872591	0.730556
000	000022	0.870307	0.728333
000	000023	0.871163	0.730556
000	000024	0.871163	0.731667
000	000025	0.869879	0.731667
000	000026	0.869736	0.731667
000	000027	0.869879	0.728333
000	000028	0.869879	0.730556
000	000029	0.869879	0.730556
000	000030	0.869879	0.730556
000	000031	0.870021	0.727222
000	000032	0.869879	0.727222
000	000033	0.869879	0.729444
000	000034	0.869879	0.729444
000	000035	0.869879	0.729444
000	000036	0.869879	0.728333
000	000037	0.869950	0.725556
000	000038	0.869950	0.728889
000	000039	0.869950	0.725556
000	000040	0.869950	0.716667
000	000041	0.869950	0.715556
000	000042	0.869950	0.715556
000	000043	0.869950	0.715556
000	000044	0.869950	0.712222
000	000045	0.869950	0.722222
000	000046	0.870093	0.721111
000	000047	0.869950	0.721111
000	000048	0.869950	0.721111
000	000049	0.869950	0.718889
000	000050	0.869950	0.724444
000	000051	0.869950	0.723333
000	000052	0.869950	0.723333
000	000053	0.888651	0.717222
000	000054	0.888651	0.717222
000	000055	0.888651	0.716111
000	000056	0.888651	0.716111
000	000057	0.888651	0.716111
000	000058	0.888794	0.713889
000	000059	0.888794	0.711667
000	000060	0.888794	0.711667
000	000061	0.888794	0.711667
000	000062	0.889008	0.706111
000	000063	0.889008	0.702778
000	000064	0.889008	0.701667
000	000065	0.889008	0.701667
000	000066	0.889008	0.708333
000	000067	0.889008	0.708333
000	000068	0.889008	0.701667
000	000069	0.889008	0.701667
000	000070	0.889008	0.702778
000	000071	0.894433	0.712222
000	000001	0.794531	0.938202
000	000002	0.794531	0.938202
000	000003	0.817045	0.943820
000	000004	0.819835	0.943820
000	000005	0.849472	0.953184
000	000006	0.865860	0.953184
000	000007	0.859584	0.953184
000	000008	0.859584	0.953184
000	000009	0.858488	0.953184
000	000010	0.859085	0.953184
000	000011	0.865760	0.953184
000	000012	0.864963	0.953184
000	000013	0.868848	0.953184
000	000014	0.870442	0.953184
000	000015	0.870243	0.949438
000	000016	0.870741	0.949438
000	000017	0.871140	0.949438
000	000018	0.872136	0.949438
000	000019	0.872634	0.949438
000	000020	0.871837	0.949438
000	000021	0.871239	0.949438
000	000022	0.871239	0.949438
000	000023	0.871837	0.949438
000	000024	0.872435	0.949438
000	000025	0.871837	0.949438
000	000026	0.873829	0.949438
000	000027	0.871239	0.949438
000	000028	0.871040	0.949438
000	000029	0.872485	0.949438
000	000030	0.872684	0.949438
000	000031	0.872584	0.949438
000	000032	0.873082	0.949438
000	000033	0.874776	0.949438
000	000034	0.874577	0.949438
000	000035	0.874676	0.949438
000	000036	0.875075	0.949438
000	000037	0.875772	0.949438
000	000038	0.882148	0.930712
000	000039	0.882148	0.930712
000	000040	0.883343	0.930712
000	000041	0.884041	0.930712
000	000042	0.883343	0.930712
000	000043	0.883543	0.930712
000	000044	0.884738	0.930712
000	000045	0.885136	0.930712
000	000046	0.885037	0.930712
000	000047	0.885336	0.930712
000	000048	0.891512	0.932584
000	000049	0.890915	0.932584
000	000050	0.891313	0.932584
000	000051	0.892708	0.932584
000	000052	0.894850	0.932584
000	000053	0.894351	0.932584
000	000054	0.894252	0.932584
000	000055	0.893953	0.932584
000	000056	0.895148	0.932584
000	000057	0.895647	0.932584
000	000058	0.896344	0.932584
000	000059	0.896543	0.932584
000	000060	0.896344	0.932584
000	000061	0.896444	0.932584
000	000062	0.896244	0.932584
000	000063	0.896942	0.949438
000	000064	0.896394	0.949438
000	000065	0.898386	0.949438
000	000066	0.901624	0.949438
000	000067	0.903118	0.949438
000	000068	0.903118	0.949438
000	000069	0.902620	0.949438
000	000070	0.902919	0.949438
000	000071	0.902720	0.949438
000	000001	0.837798	0.496169
000	000002	0.870387	0.434866
000	000003	0.872470	0.408046
000	000004	0.870387	0.392720
000	000005	0.875298	0.365900
000	000006	0.878175	0.365900
000	000007	0.874603	0.365900
000	000008	0.876488	0.365900
000	000009	0.877133	0.362069
000	000010	0.875645	0.363985
000	000011	0.875496	0.337165
000	000012	0.878075	0.337165
000	000013	0.880258	0.337165
000	000014	0.877480	0.337165
000	000015	0.876190	0.337165
000	000016	0.877381	0.337165
000	000017	0.878472	0.337165
000	000018	0.877381	0.337165
000	000019	0.877083	0.337165
000	000020	0.876587	0.337165
000	000021	0.875694	0.337165
000	000022	0.874107	0.337165
000	000023	0.875694	0.337165
000	000024	0.875694	0.337165
000	000025	0.874008	0.337165
000	000026	0.875694	0.337165
000	000027	0.875794	0.337165
000	000028	0.875794	0.337165
000	000029	0.875893	0.337165
000	000030	0.875893	0.337165
000	000031	0.875893	0.337165
000	000032	0.875893	0.337165
000	000033	0.895188	0.406130
000	000034	0.895089	0.406130
000	000035	0.894593	0.406130
000	000036	0.895288	0.406130
000	000037	0.895585	0.406130
000	000038	0.894692	0.429119
000	000039	0.895486	0.459770
000	000040	0.894692	0.452107
000	000041	0.895486	0.452107
000	000042	0.896875	0.444444
000	000043	0.896776	0.459770
000	000044	0.897272	0.459770
000	000045	0.896379	0.459770
000	000046	0.897073	0.459770
000	000047	0.897173	0.459770
000	000048	0.897718	0.459770
000	000049	0.897718	0.459770
000	000050	0.898065	0.459770
000	000051	0.898313	0.455939
000	000052	0.898214	0.455939
000	000053	0.898413	0.448276
000	000054	0.898512	0.440613
000	000055	0.899008	0.448276
000	000056	0.898810	0.448276
000	000057	0.898909	0.455939
000	000058	0.898512	0.471264
000	000059	0.899206	0.471264
000	000060	0.899504	0.471264
000	000061	0.899405	0.471264
000	000062	0.899306	0.471264
000	000063	0.899504	0.471264
000	000064	0.899702	0.471264
000	000065	0.899802	0.471264
000	000066	0.900248	0.471264
000	000067	0.900347	0.471264
000	000068	0.900149	0.471264
000	000069	0.900347	0.471264
000	000070	0.899950	0.471264
000	000071	0.900050	0.471264
000	000001	0.803771	0.918605
000	000002	0.842421	0.924419
000	000003	0.839539	0.924419
000	000004	0.838310	0.924419
000	000005	0.838169	0.924419
000	000006	0.839586	0.924419
000	000007	0.838121	0.924419
000	000008	0.839255	0.924419
000	000009	0.839350	0.924419
000	000010	0.839255	0.924419
000	000011	0.838216	0.924419
000	000012	0.839350	0.924419
000	000013	0.839633	0.924419
000	000014	0.839255	0.924419
000	000015	0.838121	0.924419
000	000016	0.839255	0.924419
000	000017	0.842705	0.930233
000	000018	0.842705	0.930233
000	000019	0.848044	0.930233
000	000020	0.847760	0.930233
000	000021	0.847760	0.930233
000	000022	0.848800	0.930233
000	000023	0.868834	0.924419
000	000024	0.870062	0.924419
000	000025	0.868976	0.924419
000	000026	0.869826	0.924419
000	000027	0.870299	0.924419
000	000028	0.875260	0.924419
000	000029	0.875165	0.924419
000	000030	0.872992	0.924419
000	000031	0.876205	0.921512
000	000032	0.874504	0.921512
000	000033	0.877433	0.921512
000	000034	0.875732	0.921512
000	000035	0.875260	0.921512
000	000036	0.876394	0.921512
000	000037	0.879418	0.921512
000	000038	0.877150	0.921512
000	000039	0.877055	0.921512
000	000040	0.877622	0.921512
000	000041	0.879229	0.921512
000	000042	0.879607	0.921512
000	000043	0.880268	0.921512
000	000044	0.879796	0.921512
000	000045	0.880079	0.921512
000	000046	0.881024	0.921512
000	000047	0.881024	0.921512
000	000048	0.880457	0.921512
000	000049	0.880930	0.921512
000	000050	0.879512	0.921512
000	000051	0.880268	0.921512
000	000052	0.878378	0.921512
000	000053	0.878378	0.921512
000	000054	0.878851	0.921512
000	000055	0.879985	0.921512
000	000056	0.878473	0.921512
000	000057	0.879796	0.921512
000	000058	0.878567	0.921512
000	000059	0.878898	0.921512
000	000060	0.878804	0.921512
000	000061	0.878615	0.921512
000	000062	0.878615	0.921512
000	000063	0.878142	0.921512
000	000064	0.879182	0.921512
000	000065	0.879323	0.921512
000	000066	0.879938	0.921512
000	000067	0.880127	0.921512
000	000068	0.880127	0.921512
000	000069	0.879654	0.921512
000	000070	0.880835	0.921512
000	000071	0.880741	0.921512
000	000001	0.820008	0.736626
000	000002	0.846218	0.886831
000	000003	0.846414	0.853909
000	000004	0.861258	0.872428
000	000005	0.857927	0.823045
000	000006	0.861258	0.872428
000	000007	0.866010	0.890947
000	000008	0.865324	0.899177
000	000009	0.863855	0.888889
000	000010	0.865030	0.884774
000	000011	0.861797	0.843621
000	000012	0.865030	0.884774
000	000013	0.866843	0.886831
000	000014	0.864100	0.882716
000	000015	0.861454	0.841564
000	000016	0.865569	0.882716
000	000017	0.864981	0.882716
000	000018	0.866843	0.886831
000	000019	0.865765	0.882716
000	000020	0.865765	0.882716
000	000021	0.868313	0.886831
000	000022	0.866647	0.886831
000	000023	0.866941	0.886831
000	000024	0.866696	0.886831
000	000025	0.865324	0.882716
000	000026	0.866108	0.886831
000	000027	0.865128	0.890947
000	000028	0.866108	0.886831
000	000029	0.862973	0.882716
000	000030	0.864345	0.882716
000	000031	0.879287	0.884774
000	000032	0.879091	0.888889
000	000033	0.881050	0.893004
000	000034	0.880267	0.884774
000	000035	0.882079	0.884774
000	000036	0.881099	0.893004
000	000037	0.881589	0.893004
000	000038	0.882863	0.880658
000	000039	0.881785	0.888889
000	000040	0.882275	0.880658
000	000041	0.884039	0.888889
000	000042	0.892857	0.888889
000	000043	0.892367	0.888889
000	000044	0.892612	0.888889
000	000045	0.891730	0.888889
000	000046	0.891730	0.888889
000	000047	0.891926	0.880658
000	000048	0.891338	0.876543
000	000049	0.890947	0.872428
000	000050	0.891534	0.868313
000	000051	0.891730	0.876543
000	000052	0.891877	0.872428
000	000053	0.891877	0.872428
000	000054	0.892563	0.876543
000	000055	0.893151	0.876543
000	000056	0.893249	0.868313
000	000057	0.893151	0.868313
000	000058	0.892955	0.864198
000	000059	0.892955	0.868313
000	000060	0.892955	0.868313
000	000061	0.892857	0.868313
000	000062	0.893053	0.872428
000	000063	0.895895	0.872428
000	000064	0.895993	0.872428
000	000065	0.895993	0.872428
000	000066	0.895993	0.872428
000	000067	0.896091	0.872428
000	000068	0.896776	0.872428
000	000069	0.896286	0.868313
000	000070	0.896091	0.868313
000	000071	0.896091	0.868313
