001	000001	0.890406	0.714718
001	000002	0.901185	0.732863
001	000003	0.904515	0.724798
001	000004	0.906208	0.721774
001	000005	0.911851	0.714718
001	000006	0.914673	0.710685
001	000007	0.912472	0.744960
001	000008	0.921275	0.712702
001	000009	0.925508	0.712702
001	000010	0.926185	0.718750
001	000011	0.931659	0.709677
001	000012	0.932788	0.706653
001	000013	0.931038	0.784274
001	000014	0.932844	0.772177
001	000015	0.936907	0.757056
001	000016	0.936005	0.757056
001	000017	0.945598	0.740927
001	000018	0.946501	0.769153
001	000019	0.947404	0.785282
001	000020	0.947799	0.769153
001	000021	0.950169	0.790323
001	000022	0.955813	0.804435
001	000023	0.956603	0.796371
001	000024	0.957957	0.802419
001	000025	0.959086	0.790323
001	000026	0.963713	0.786290
001	000027	0.963826	0.776210
001	000028	0.965745	0.780242
001	000029	0.969244	0.770161
001	000030	0.970147	0.760081
001	000031	0.973081	0.752016
001	000032	0.973251	0.747984
001	000033	0.973589	0.747984
001	000034	0.973476	0.733871
001	000035	0.974718	0.737903
001	000036	0.978217	0.733871
001	000037	0.978217	0.750000
001	000038	0.979233	0.747984
001	000039	0.981716	0.766129
001	000040	0.981828	0.756048
001	000041	0.982167	0.750000
001	000042	0.984199	0.745968
001	000043	0.985102	0.741935
001	000044	0.985892	0.743952
001	000045	0.987810	0.737903
001	000046	0.988036	0.737903
001	000047	0.988375	0.745968
001	000048	0.989391	0.752016
001	000049	0.990068	0.750000
001	000050	0.990971	0.758065
001	000051	0.991874	0.762097
001	000052	0.992212	0.762097
001	000053	0.992099	0.776210
001	000054	0.992325	0.776210
001	000055	0.992889	0.772177
001	000056	0.993341	0.776210
001	000057	0.994131	0.772177
001	000058	0.994357	0.764113
001	000059	0.994470	0.772177
001	000060	0.994470	0.764113
001	000061	0.995034	0.776210
001	000062	0.995824	0.764113
001	000063	0.995598	0.772177
001	000064	0.995824	0.768145
001	000065	0.996501	0.758065
001	000066	0.996840	0.756048
001	000067	0.996953	0.758065
001	000068	0.997291	0.756048
001	000069	0.997404	0.764113
001	000070	0.997517	0.754032
001	000071	0.997404	0.756048
002	000001	0.864882	0.723333
002	000002	0.895503	0.785000
002	000003	0.900071	0.779444
002	000004	0.897645	0.795000
002	000005	0.906067	0.780556
002	000006	0.907994	0.755000
002	000007	0.907994	0.756111
002	000008	0.918487	0.727778
002	000009	0.918630	0.720556
002	000010	0.917273	0.736667
002	000011	0.918701	0.743333
002	000012	0.935046	0.724444
002	000013	0.934618	0.721111
002	000014	0.937473	0.708889
002	000015	0.937330	0.730000
002	000016	0.941899	0.732222
002	000017	0.944111	0.727778
002	000018	0.943969	0.742222
002	000019	0.946110	0.738889
002	000020	0.945967	0.728889
002	000021	0.949607	0.757778
002	000022	0.951606	0.757778
002	000023	0.952034	0.764444
002	000024	0.957245	0.773889
002	000025	0.960243	0.781667
002	000026	0.962527	0.761667
002	000027	0.964668	0.769444
002	000028	0.970093	0.758889
002	000029	0.972091	0.772222
002	000030	0.972805	0.763333
002	000031	0.975089	0.770000
002	000032	0.974804	0.768889
002	000033	0.975517	0.771111
002	000034	0.976089	0.763333
002	000035	0.975517	0.758889
002	000036	0.976445	0.756667
002	000037	0.978729	0.760000
002	000038	0.980728	0.772222
