fold	iteration	train_auc	eval_auc
002	000620	0.995461	0.841735
002	000630	0.995778	0.842433
002	000640	0.996169	0.841580
002	000650	0.996444	0.841761
002	000660	0.996694	0.841916
002	000670	0.996944	0.841321
002	000680	0.997268	0.840597
002	000690	0.997385	0.840338
002	000700	0.997627	0.840338
002	000710	0.997785	0.841321
002	000720	0.997918	0.841399
002	000730	0.998110	0.841037
002	000740	0.998234	0.840726
002	000750	0.998334	0.840675
002	000760	0.998484	0.840493
002	000770	0.998634	0.840364
002	000780	0.998734	0.840985
002	000790	0.998834	0.841011
002	000800	0.998917	0.840675
002	000810	0.998967	0.840597
002	000820	0.999042	0.841037
002	000830	0.999151	0.840571
002	000840	0.999209	0.840597
002	000850	0.999267	0.840468
002	000860	0.999342	0.840261
002	000870	0.999375	0.840002
002	000880	0.999409	0.839976
002	000890	0.999425	0.839485
002	000900	0.999467	0.838838
002	000910	0.999492	0.838761
002	000920	0.999542	0.839355
002	000930	0.999592	0.839355
002	000940	0.999634	0.839511
002	000950	0.999642	0.839718
002	000960	0.999684	0.839019
002	000970	0.999717	0.838890
002	000980	0.999742	0.838657
002	000990	0.999758	0.838605
002	001000	0.999792	0.838605
002	001010	0.999800	0.838217
002	001020	0.999808	0.837829
003	000010	0.903203	0.813027
003	000020	0.913703	0.808430
003	000030	0.915115	0.805724
003	000040	0.917086	0.804933
003	000050	0.917731	0.805526
003	000060	0.920333	0.805526
003	000070	0.923897	0.808887
003	000080	0.926040	0.809678
003	000090	0.927947	0.809777
003	000100	0.930107	0.812273
003	000110	0.932254	0.812520
003	000120	0.933300	0.814893
003	000130	0.935794	0.816178
003	000140	0.938018	0.816672
003	000150	0.939898	0.816499
003	000160	0.942193	0.817315
003	000170	0.944353	0.819020
003	000180	0.946415	0.821442
003	000190	0.948234	0.822702
003	000200	0.949817	0.823790
003	000210	0.951845	0.825866
003	000220	0.953631	0.826409
003	000230	0.955561	0.828634
003	000240	0.957883	0.828065
003	000250	0.959297	0.829499
003	000260	0.961167	0.830611
003	000270	0.963196	0.832143
003	000280	0.964978	0.834194
003	000290	0.967050	0.835553
003	000300	0.968697	0.835998
003	000310	0.970324	0.837407
003	000320	0.971819	0.838371
003	000330	0.973030	0.838717
003	000340	0.974360	0.839508
003	000350	0.975663	0.840373
003	000360	0.977219	0.841386
003	000370	0.978602	0.840867
003	000380	0.979706	0.841164
003	000390	0.980617	0.841707
003	000400	0.981775	0.842251
003	000410	0.982622	0.843116
003	000420	0.983581	0.843314
003	000430	0.984475	0.843314
003	000440	0.985369	0.843091
003	000450	0.986216	0.843684
003	000460	0.986976	0.843660
003	000470	0.987722	0.844253
003	000480	0.988488	0.844179
003	000490	0.989146	0.845192
003	000500	0.989703	0.846032
003	000510	0.990361	0.845859
003	000520	0.990908	0.846057
003	000530	0.991407	0.845884
003	000540	0.991880	0.846749
003	000550	0.992383	0.846551
003	000560	0.992852	0.846848
003	000570	0.993270	0.846749
003	000580	0.993638	0.847342
003	000590	0.994070	0.847688
003	000600	0.994475	0.848405
003	000610	0.994863	0.848652
003	000620	0.995191	0.848701
003	000630	0.995518	0.848701
003	000640	0.995805	0.849072
003	000650	0.996095	0.849146
003	000660	0.996348	0.849418
003	000670	0.996544	0.849912
003	000680	0.996743	0.849665
003	000690	0.997043	0.849591
003	000700	0.997280	0.849690
003	000710	0.997432	0.849986
003	000720	0.997594	0.849888
003	000730	0.997776	0.850308
003	000740	0.997948	0.850555
003	000750	0.998086	0.850901
003	000760	0.998235	0.850950
003	000770	0.998366	0.851074
003	000780	0.998542	0.851049
003	000790	0.998677	0.851222
003	000800	0.998755	0.851099
003	000810	0.998836	0.850876
003	000820	0.998944	0.850851
003	000830	0.999038	0.851074
003	000840	0.999102	0.851000
003	000850	0.999183	0.851000
003	000860	0.999261	0.850777
003	000870	0.999322	0.850654
003	000880	0.999379	0.849690
003	000890	0.999413	0.850407
003	000900	0.999470	0.850431
003	000910	0.999551	0.850431
003	000920	0.999619	0.850505
003	000930	0.999639	0.850135
003	000940	0.999669	0.849937
003	000950	0.999696	0.850184
003	000960	0.999710	0.850110
003	000970	0.999720	0.849393
003	000980	0.999730	0.849023
003	000990	0.999747	0.849047
003	001000	0.999777	0.849245
003	001010	0.999801	0.849369
003	001020	0.999814	0.848775
003	001030	0.999845	0.849270
003	001040	0.999862	0.849196
003	001050	0.999865	0.849467
003	001060	0.999878	0.849319
003	001070	0.999889	0.849418
003	001080	0.999895	0.849294
003	001090	0.999895	0.849196
003	001100	0.999905	0.849023
003	001110	0.999912	0.848800
003	001120	0.999922	0.848701
003	001130	0.999936	0.848726
003	001140	0.999943	0.848182
003	001150	0.999946	0.848158
003	001160	0.999946	0.848553
003	001170	0.999949	0.848306
003	001180	0.999953	0.848652
003	001190	0.999953	0.848504
003	001200	0.999959	0.848331
003	001210	0.999959	0.848158
003	001220	0.999966	0.848281
003	001230	0.999976	0.848355
003	001240	0.999976	0.848504
003	001250	0.999983	0.848479
003	001260	0.999990	0.848059
004	000010	0.913651	0.905873
004	000020	0.917061	0.907284
004	000030	0.918368	0.904510
004	000040	0.920309	0.907120
004	000050	0.923161	0.909270
004	000060	0.925379	0.912979
004	000070	0.928046	0.913866
004	000080	0.931059	0.914161
004	000090	0.934466	0.912421
004	000100	0.937352	0.910353
004	000110	0.939513	0.911469
004	000120	0.941805	0.912224
004	000130	0.943625	0.914817
004	000140	0.945243	0.914949
004	000150	0.947459	0.916163
004	000160	0.949543	0.915474
004	000170	0.951814	0.916295
004	000180	0.953700	0.916689
004	000190	0.955614	0.918658
004	000200	0.957489	0.918592
004	000210	0.959483	0.918034
004	000220	0.960953	0.918625
004	000230	0.962560	0.919183
004	000240	0.964104	0.919544
004	000250	0.965419	0.919676
004	000260	0.966957	0.920168
004	000270	0.968537	0.920332
004	000280	0.969971	0.920168
004	000290	0.971242	0.920792
004	000300	0.972348	0.920628
004	000310	0.973550	0.921054
004	000320	0.974810	0.920923
004	000330	0.976018	0.920792
004	000340	0.977241	0.920857
004	000350	0.978386	0.921481
004	000360	0.979529	0.922006
004	000370	0.980750	0.921941
004	000380	0.981805	0.920890
004	000390	0.982848	0.921087
004	000400	0.983821	0.921580
004	000410	0.984770	0.922039
004	000420	0.985653	0.922893
004	000430	0.986509	0.922925
004	000440	0.987360	0.923549
004	000450	0.988118	0.923451
004	000460	0.988793	0.922400
004	000470	0.989629	0.922499
004	000480	0.990209	0.922269
004	000490	0.990781	0.922269
004	000500	0.991347	0.921251
004	000510	0.991934	0.921054
004	000520	0.992434	0.921448
004	000530	0.992937	0.921383
004	000540	0.993373	0.921120
004	000550	0.993777	0.921153
004	000560	0.994179	0.920956
004	000570	0.994547	0.920693
004	000580	0.994895	0.920431
004	000590	0.995195	0.919873
004	000600	0.995520	0.919479
004	000610	0.995866	0.920004
004	000620	0.996197	0.919938
004	000630	0.996487	0.919347
004	000640	0.996771	0.919019
004	000650	0.997029	0.918757
004	000660	0.997230	0.918625
004	000670	0.997385	0.918986
004	000680	0.997582	0.918986
004	000690	0.997749	0.919380
004	000700	0.997898	0.919577
004	000710	0.998060	0.919905
004	000720	0.998210	0.920168
004	000730	0.998383	0.920628
004	000740	0.998487	0.919840
004	000750	0.998593	0.920299
004	000760	0.998688	0.919938
004	000770	0.998810	0.920037
004	000780	0.998887	0.920759
004	000790	0.998963	0.921054
004	000800	0.999038	0.920923
004	000810	0.999124	0.921218
004	000820	0.999176	0.920923
004	000830	0.999228	0.920989
004	000840	0.999277	0.920299
004	000850	0.999332	0.920431
004	000860	0.999368	0.920299
004	000870	0.999397	0.920759
004	000880	0.999444	0.921022
004	000890	0.999488	0.921350
004	000900	0.999528	0.921612
004	000910	0.999557	0.921744
004	000920	0.999584	0.922302
004	000930	0.999614	0.922072
004	000940	0.999648	0.921973
005	000010	0.921814	0.845039
005	000020	0.924245	0.848966
005	000030	0.927832	0.859646
005	000040	0.930976	0.859236
005	000050	0.932901	0.857302
005	000060	0.935028	0.855456
005	000070	0.936491	0.853756
005	000080	0.938651	0.853815
005	000090	0.940473	0.856276
005	000100	0.943021	0.861199
005	000110	0.945201	0.864920
005	000120	0.947876	0.865125
005	000130	0.949518	0.864451
005	000140	0.951383	0.862928
005	000150	0.953255	0.863660
005	000160	0.954848	0.863133
005	000170	0.956565	0.862107
005	000180	0.958221	0.862342
005	000190	0.959696	0.862107
005	000200	0.961515	0.862254
005	000210	0.962979	0.863250
005	000220	0.964454	0.863455
005	000230	0.965854	0.863221
005	000240	0.967144	0.863279
005	000250	0.968457	0.864364
005	000260	0.969842	0.864276
005	000270	0.971057	0.864188
005	000280	0.972398	0.863895
005	000290	0.973769	0.863895
005	000300	0.975008	0.863719
005	000310	0.976097	0.864129
005	000320	0.977209	0.863953
005	000330	0.978264	0.863983
005	000340	0.979381	0.863778
005	000350	0.980435	0.863426
005	000360	0.981465	0.864744
005	000370	0.982550	0.865389
005	000380	0.983448	0.865301
005	000390	0.984284	0.865389
005	000400	0.985073	0.864686
005	000410	0.985996	0.863514
005	000420	0.986843	0.862928
005	000430	0.987544	0.863953
005	000440	0.988432	0.864188
005	000450	0.989165	0.863309
005	000460	0.989822	0.863836
005	000470	0.990404	0.863514
005	000480	0.990962	0.863221
005	000490	0.991552	0.863602
005	000500	0.992080	0.863309
005	000510	0.992506	0.863690
005	000520	0.992966	0.863807
005	000530	0.993459	0.863543
005	000540	0.993922	0.863660
005	000550	0.994291	0.864305
005	000560	0.994661	0.863690
005	000570	0.995000	0.864364
005	000580	0.995342	0.865301
005	000590	0.995707	0.865799
005	000600	0.996020	0.866063
005	000610	0.996294	0.866210
005	000620	0.996571	0.865741
005	000630	0.996859	0.865975
005	000640	0.997098	0.866444
005	000650	0.997317	0.866239
005	000660	0.997531	0.866913
005	000670	0.997729	0.866766
005	000680	0.997910	0.867528
005	000690	0.998077	0.867440
005	000700	0.998229	0.866766
005	000710	0.998365	0.867059
005	000720	0.998473	0.866883
005	000730	0.998577	0.867294
005	000740	0.998682	0.867352
005	000750	0.998771	0.867294
005	000760	0.998854	0.867206
005	000770	0.998948	0.867352
005	000780	0.999035	0.867587
005	000790	0.999119	0.867587
005	000800	0.999184	0.867880
005	000810	0.999260	0.867059
005	000820	0.999310	0.867030
005	000830	0.999372	0.866737
005	000840	0.999426	0.866561
005	000850	0.999457	0.866649
005	000860	0.999506	0.867235
005	000870	0.999543	0.867089
005	000880	0.999584	0.867147
005	000890	0.999615	0.867294
005	000900	0.999641	0.867645
005	000910	0.999669	0.867001
005	000920	0.999695	0.867470
005	000930	0.999715	0.866883
005	000940	0.999731	0.867089
005	000950	0.999749	0.866766
005	000960	0.999766	0.866766
005	000970	0.999788	0.866473
005	000980	0.999810	0.866532
005	000990	0.999826	0.866708
005	001000	0.999833	0.866268
005	001010	0.999852	0.866503
005	001020	0.999861	0.866678
005	001030	0.999874	0.866883
005	001040	0.999882	0.867001
005	001050	0.999887	0.866708
005	001060	0.999898	0.866971
005	001070	0.999906	0.867528
005	001080	0.999918	0.867528
005	001090	0.999926	0.867264
005	001100	0.999930	0.867645
005	001110	0.999938	0.867382
005	001120	0.999943	0.867528
005	001130	0.999949	0.867763
005	001140	0.999953	0.867792
005	001150	0.999954	0.867587
005	001160	0.999958	0.867528
005	001170	0.999961	0.868173
005	001180	0.999965	0.868114
005	001190	0.999968	0.868143
005	001200	0.999972	0.868349
005	001210	0.999973	0.868407
005	001220	0.999976	0.868436
005	001230	0.999979	0.868026
005	001240	0.999981	0.867997
005	001250	0.999984	0.868056
005	001260	0.999985	0.867997
005	001270	0.999988	0.868202
005	001280	0.999989	0.867909
005	001290	0.999993	0.867645
005	001300	0.999994	0.867880
005	001310	0.999995	0.867675
005	001320	0.999995	0.867997
005	001330	0.999995	0.867850
005	001340	0.999998	0.868085
005	001350	0.999998	0.867938
005	001360	0.999999	0.867792
005	001370	0.999999	0.867645
005	001380	1.000000	0.867850
005	001390	1.000000	0.867850
005	001400	1.000000	0.867850
005	001410	1.000000	0.868026
005	001420	1.000000	0.867382
005	001430	1.000000	0.867470
005	001440	1.000000	0.867587
005	001450	1.000000	0.867587
005	001460	1.000000	0.867323
005	001470	1.000000	0.867264
005	001480	1.000000	0.867147
005	001490	1.000000	0.867411
005	001500	1.000000	0.867587
005	001510	1.000000	0.867645
005	001520	1.000000	0.867235
005	001530	1.000000	0.867206
005	001540	1.000000	0.867528
005	001550	1.000000	0.867382
005	001560	1.000000	0.867411
005	001570	1.000000	0.867382
005	001580	1.000000	0.867323
005	001590	1.000000	0.866825
005	001600	1.000000	0.866883
005	001610	1.000000	0.866825
005	001620	1.000000	0.866503
005	001630	1.000000	0.866503
005	001640	1.000000	0.866561
005	001650	1.000000	0.866883
005	001660	1.000000	0.866649
005	001670	1.000000	0.866825
005	001680	1.000000	0.866913
005	001690	1.000000	0.867089
005	001700	1.000000	0.867001
005	001710	1.000000	0.866971
