fold	iteration	train_auc	eval_auc
001	000760	0.999983	0.813568
001	000770	0.999992	0.813852
001	000780	0.999992	0.813909
001	000790	0.999992	0.813479
001	000800	0.999992	0.813814
001	000810	0.999992	0.813960
001	000820	1.000000	0.814099
001	000830	1.000000	0.814737
001	000840	1.000000	0.814181
001	000850	1.000000	0.813031
001	000860	1.000000	0.812633
001	000870	1.000000	0.812096
001	000880	1.000000	0.811988
001	000890	1.000000	0.811685
001	000900	1.000000	0.811672
001	000910	1.000000	0.811274
001	000920	1.000000	0.811546
001	000930	1.000000	0.811047
001	000940	1.000000	0.810769
001	000950	1.000000	0.810390
001	000960	1.000000	0.810478
001	000970	1.000000	0.810093
001	000980	1.000000	0.810213
001	000990	1.000000	0.809675
001	001000	1.000000	0.809423
001	001010	1.000000	0.808867
001	001020	1.000000	0.809416
001	001030	1.000000	0.809138
001	001040	1.000000	0.809309
001	001050	1.000000	0.809113
001	001060	1.000000	0.809290
001	001070	1.000000	0.809341
001	001080	1.000000	0.809423
001	001090	1.000000	0.809126
001	001100	1.000000	0.808905
001	001110	1.000000	0.809088
001	001120	1.000000	0.808683
001	001130	1.000000	0.808500
001	001140	1.000000	0.808709
001	001150	1.000000	0.808784
001	001160	1.000000	0.808816
001	001170	1.000000	0.808601
001	001180	1.000000	0.808450
001	001190	1.000000	0.808292
001	001200	1.000000	0.808551
001	001210	1.000000	0.808235
001	001220	1.000000	0.808165
001	001230	1.000000	0.808241
001	001240	1.000000	0.808374
001	001250	1.000000	0.808532
001	001260	1.000000	0.808424
001	001270	1.000000	0.808418
001	001280	1.000000	0.808412
001	001290	1.000000	0.808898
001	001300	1.000000	0.808860
001	001310	1.000000	0.809037
001	001320	1.000000	0.808924
001	001330	1.000000	0.809075
001	001340	1.000000	0.809132
001	001350	1.000000	0.809132
001	001360	1.000000	0.808911
001	001370	1.000000	0.809025
001	001380	1.000000	0.809448
001	001390	1.000000	0.809499
001	001400	1.000000	0.809429
001	001410	1.000000	0.809334
001	001420	1.000000	0.809309
001	001430	1.000000	0.809214
001	001440	1.000000	0.809208
001	001450	1.000000	0.809176
001	001460	1.000000	0.809202
001	001470	1.000000	0.809252
001	001480	1.000000	0.809138
001	001490	1.000000	0.809119
001	001500	1.000000	0.809303
001	001510	1.000000	0.809397
001	001520	1.000000	0.809296
001	001530	1.000000	0.809397
001	001540	1.000000	0.809151
001	001550	1.000000	0.809309
001	001560	1.000000	0.809353
001	001570	1.000000	0.809467
001	001580	1.000000	0.809347
001	001590	1.000000	0.809720
001	001600	1.000000	0.809650
001	001610	1.000000	0.809625
001	001620	1.000000	0.809783
001	001630	1.000000	0.809707
001	001640	1.000000	0.809694
001	001650	1.000000	0.809638
001	001660	1.000000	0.809366
001	001670	1.000000	0.809284
001	001680	1.000000	0.809562
001	001690	1.000000	0.809581
001	001700	1.000000	0.809638
001	001710	1.000000	0.809410
001	001720	1.000000	0.809397
001	001730	1.000000	0.809404
001	001740	1.000000	0.809252
001	001750	1.000000	0.809391
001	001760	1.000000	0.809372
001	001770	1.000000	0.809688
001	001780	1.000000	0.809675
001	001790	1.000000	0.809568
001	001800	1.000000	0.809650
001	001810	1.000000	0.809625
001	001820	1.000000	0.809581
001	001830	1.000000	0.809821
001	001840	1.000000	0.809682
001	001850	1.000000	0.809410
001	001860	1.000000	0.809416
001	001870	1.000000	0.809315
001	001880	1.000000	0.809322
001	001890	1.000000	0.809353
001	001900	1.000000	0.809511
001	001910	1.000000	0.809404
001	001920	1.000000	0.809379
001	001930	1.000000	0.809448
001	001940	1.000000	0.809366
001	001950	1.000000	0.809271
001	001960	1.000000	0.809347
001	001970	1.000000	0.809404
001	001980	1.000000	0.809429
001	001990	1.000000	0.809397
001	002000	1.000000	0.809385
001	002010	1.000000	0.809119
001	002020	1.000000	0.808974
001	002030	1.000000	0.808917
001	002040	1.000000	0.808810
001	002050	1.000000	0.808620
001	002060	1.000000	0.808715
001	002070	1.000000	0.808469
001	002080	1.000000	0.808437
001	002090	1.000000	0.808279
001	002100	1.000000	0.808298
001	002110	1.000000	0.808431
001	002120	1.000000	0.808500
001	002130	1.000000	0.808358
001	002140	1.000000	0.808304
001	002150	1.000000	0.808342
001	002160	1.000000	0.808247
001	002170	1.000000	0.808292
001	002180	1.000000	0.808247
001	002190	1.000000	0.808108
001	002200	1.000000	0.807792
001	002210	1.000000	0.807818
001	002220	1.000000	0.807597
001	002230	1.000000	0.807616
001	002240	1.000000	0.807641
001	002250	1.000000	0.807609
001	002260	1.000000	0.807407
001	002270	1.000000	0.807306
001	002280	1.000000	0.807243
001	002290	1.000000	0.807180
001	002300	1.000000	0.807085
001	002310	1.000000	0.807230
001	002320	1.000000	0.807009
001	002330	1.000000	0.807224
001	002340	1.000000	0.807072
001	002350	1.000000	0.807066
001	002360	1.000000	0.806965
001	002370	1.000000	0.806876
001	002380	1.000000	0.806756
001	002390	1.000000	0.806693
001	002400	1.000000	0.806655
001	002410	1.000000	0.806554
001	002420	1.000000	0.806434
001	002430	1.000000	0.806484
001	002440	1.000000	0.806390
001	002450	1.000000	0.806339
001	002460	1.000000	0.806605
001	002470	1.000000	0.806762
001	002480	1.000000	0.806731
001	002490	1.000000	0.806598
001	002500	1.000000	0.806497
001	002510	1.000000	0.806409
001	002520	1.000000	0.806383
001	002530	1.000000	0.806282
001	002540	1.000000	0.806194
001	002550	1.000000	0.806263
001	002560	1.000000	0.806333
001	002570	1.000000	0.806289
001	002580	1.000000	0.806358
001	002590	1.000000	0.806244
001	002600	1.000000	0.806112
001	002610	1.000000	0.806105
001	002620	1.000000	0.806143
001	002630	1.000000	0.806105
001	002640	1.000000	0.806086
001	002650	1.000000	0.806105
001	002660	1.000000	0.806124
001	002670	1.000000	0.806304
001	002680	1.000000	0.806377
001	002690	1.000000	0.806206
001	002700	1.000000	0.806333
001	002710	1.000000	0.806301
001	002720	1.000000	0.806421
001	002730	1.000000	0.806150
001	002740	1.000000	0.805992
001	002750	1.000000	0.805985
001	002760	1.000000	0.806067
001	002770	1.000000	0.805947
001	002780	1.000000	0.806093
001	002790	1.000000	0.806181
001	002800	1.000000	0.806105
001	002810	1.000000	0.806086
001	002820	1.000000	0.805796
001	002830	1.000000	0.805720
001	002840	1.000000	0.805732
001	002850	1.000000	0.805619
001	002860	1.000000	0.805751
001	002870	1.000000	0.805606
001	002880	1.000000	0.805745
001	002890	1.000000	0.805682
001	002900	1.000000	0.805751
001	002910	1.000000	0.805568
001	002920	1.000000	0.805404
001	002930	1.000000	0.805467
001	002940	1.000000	0.805429
001	002950	1.000000	0.805385
001	002960	1.000000	0.805398
001	002970	1.000000	0.805322
001	002980	1.000000	0.805202
001	002990	1.000000	0.805069
001	003000	1.000000	0.805075
001	003010	1.000000	0.805018
001	003020	1.000000	0.805069
001	003030	1.000000	0.805037
001	003040	1.000000	0.804886
001	003050	1.000000	0.805012
001	003060	1.000000	0.805069
001	003070	1.000000	0.804999
001	003080	1.000000	0.805069
001	003090	1.000000	0.804987
001	003100	1.000000	0.804905
001	003110	1.000000	0.804860
001	003120	1.000000	0.804854
001	003130	1.000000	0.804968
001	003140	1.000000	0.805044
001	003150	1.000000	0.804949
001	003160	1.000000	0.804924
001	003170	1.000000	0.804797
001	003180	1.000000	0.804759
001	003190	1.000000	0.804728
001	003200	1.000000	0.804753
001	003210	1.000000	0.804892
001	003220	1.000000	0.804721
001	003230	1.000000	0.804917
001	003240	1.000000	0.804924
001	003250	1.000000	0.804810
001	003260	1.000000	0.804766
001	003270	1.000000	0.804797
001	003280	1.000000	0.804715
001	003290	1.000000	0.804671
001	003300	1.000000	0.804734
001	003310	1.000000	0.804759
001	003320	1.000000	0.804614
001	003330	1.000000	0.804545
001	003340	1.000000	0.804494
001	003350	1.000000	0.804589
001	003360	1.000000	0.804633
001	003370	1.000000	0.804507
001	003380	1.000000	0.804273
001	003390	1.000000	0.804210
001	003400	1.000000	0.804342
001	003410	1.000000	0.804349
001	003420	1.000000	0.804210
001	003430	1.000000	0.804191
001	003440	1.000000	0.804184
001	003450	1.000000	0.803995
001	003460	1.000000	0.804001
001	003470	1.000000	0.803906
001	003480	1.000000	0.803843
001	003490	1.000000	0.803887
001	003500	1.000000	0.803748
001	003510	1.000000	0.803761
001	003520	1.000000	0.803647
001	003530	1.000000	0.803660
001	003540	1.000000	0.803540
001	003550	1.000000	0.803521
001	003560	1.000000	0.803515
001	003570	1.000000	0.803281
001	003580	1.000000	0.803382
001	003590	1.000000	0.803394
001	003600	1.000000	0.803357
001	003610	1.000000	0.803306
001	003620	1.000000	0.803319
001	003630	1.000000	0.803154
001	003640	1.000000	0.803148
001	003650	1.000000	0.803205
001	003660	1.000000	0.803180
001	003670	1.000000	0.803255
001	003680	1.000000	0.803300
001	003690	1.000000	0.803281
001	003700	1.000000	0.803432
001	003710	1.000000	0.803413
001	003720	1.000000	0.803281
001	003730	1.000000	0.803218
001	003740	1.000000	0.803199
001	003750	1.000000	0.803091
001	003760	1.000000	0.803085
001	003770	1.000000	0.803104
001	003780	1.000000	0.803104
001	003790	1.000000	0.803161
001	003800	1.000000	0.803041
001	003810	1.000000	0.803079
001	003820	1.000000	0.802977
001	003830	1.000000	0.802902
001	003840	1.000000	0.802870
001	003850	1.000000	0.802908
001	003860	1.000000	0.802958
001	003870	1.000000	0.803041
001	003880	1.000000	0.802952
001	003890	1.000000	0.802933
001	003900	1.000000	0.802946
001	003910	1.000000	0.802921
001	003920	1.000000	0.802946
001	003930	1.000000	0.803028
001	003940	1.000000	0.803015
001	003950	1.000000	0.802952
001	003960	1.000000	0.802851
001	003970	1.000000	0.802845
001	003980	1.000000	0.802756
001	003990	1.000000	0.802750
001	004000	1.000000	0.802819
001	004010	1.000000	0.802756
001	004020	1.000000	0.802750
001	004030	1.000000	0.802655
001	004040	1.000000	0.802630
001	004050	1.000000	0.802750
001	004060	1.000000	0.802611
001	004070	1.000000	0.802636
001	004080	1.000000	0.802605
001	004090	1.000000	0.802541
001	004100	1.000000	0.802428
001	004110	1.000000	0.802497
001	004120	1.000000	0.802409
001	004130	1.000000	0.802282
001	004140	1.000000	0.802226
001	004150	1.000000	0.802105
001	004160	1.000000	0.802131
001	004170	1.000000	0.802112
001	004180	1.000000	0.802023
001	004190	1.000000	0.802036
001	004200	1.000000	0.801979
001	004210	1.000000	0.801878
001	004220	1.000000	0.801884
001	004230	1.000000	0.801790
001	004240	1.000000	0.801922
001	004250	1.000000	0.801859
001	004260	1.000000	0.801929
001	004270	1.000000	0.801865
001	004280	1.000000	0.801859
001	004290	1.000000	0.801821
001	004300	1.000000	0.801657
001	004310	1.000000	0.801644
001	004320	1.000000	0.801613
001	004330	1.000000	0.801486
001	004340	1.000000	0.801530
001	004350	1.000000	0.801436
001	004360	1.000000	0.801505
001	004370	1.000000	0.801594
001	004380	1.000000	0.801549
001	004390	1.000000	0.801619
001	004400	1.000000	0.801537
001	004410	1.000000	0.801442
001	004420	1.000000	0.801379
001	004430	1.000000	0.801316
001	004440	1.000000	0.801227
001	004450	1.000000	0.801246
001	004460	1.000000	0.801183
001	004470	1.000000	0.801132
001	004480	1.000000	0.801164
001	004490	1.000000	0.801094
001	004500	1.000000	0.801132
001	004510	1.000000	0.801088
001	004520	1.000000	0.801094
001	004530	1.000000	0.800968
001	004540	1.000000	0.800943
001	004550	1.000000	0.801082
001	004560	1.000000	0.801215
001	004570	1.000000	0.801233
001	004580	1.000000	0.801170
001	004590	1.000000	0.801126
001	004600	1.000000	0.801025
001	004610	1.000000	0.800930
001	004620	1.000000	0.800911
001	004630	1.000000	0.800955
001	004640	1.000000	0.801025
001	004650	1.000000	0.801031
001	004660	1.000000	0.801075
001	004670	1.000000	0.801012
001	004680	1.000000	0.800955
001	004690	1.000000	0.800848
001	004700	1.000000	0.800854
001	004710	1.000000	0.800892
001	004720	1.000000	0.800810
001	004730	1.000000	0.800804
001	004740	1.000000	0.800816
001	004750	1.000000	0.800848
001	004760	1.000000	0.800753
001	004770	1.000000	0.800658
001	004780	1.000000	0.800608
001	004790	1.000000	0.800500
001	004800	1.000000	0.800463
001	004810	1.000000	0.800481
001	004820	1.000000	0.800481
001	004830	1.000000	0.800412
001	004840	1.000000	0.800450
001	004850	1.000000	0.800431
001	004860	1.000000	0.800336
001	004870	1.000000	0.800374
001	004880	1.000000	0.800311
001	004890	1.000000	0.800298
001	004900	1.000000	0.800298
001	004910	1.000000	0.800260
001	004920	1.000000	0.800121
001	004930	1.000000	0.800128
001	004940	1.000000	0.800071
001	004950	1.000000	0.800083
001	004960	1.000000	0.800102
001	004970	1.000000	0.800052
001	004980	1.000000	0.800090
001	004990	1.000000	0.800058
001	005000	1.000000	0.800090
001	005010	1.000000	0.800058
001	005020	1.000000	0.800102
001	005030	1.000000	0.800039
001	005040	1.000000	0.799963
001	005050	1.000000	0.799831
001	005060	1.000000	0.799837
001	005070	1.000000	0.799786
001	005080	1.000000	0.799767
001	005090	1.000000	0.799736
001	005100	1.000000	0.799843
001	005110	1.000000	0.799919
001	005120	1.000000	0.799818
001	005130	1.000000	0.799799
001	005140	1.000000	0.799805
001	005150	1.000000	0.799837
001	005160	1.000000	0.799774
001	005170	1.000000	0.799824
001	005180	1.000000	0.799780
001	005190	1.000000	0.799780
001	005200	1.000000	0.799799
001	005210	1.000000	0.799812
001	005220	1.000000	0.799812
001	005230	1.000000	0.799824
001	005240	1.000000	0.799925
001	005250	1.000000	0.800014
001	005260	1.000000	0.799932
001	005270	1.000000	0.799951
001	005280	1.000000	0.799976
001	005290	1.000000	0.800014
001	005300	1.000000	0.799970
001	005310	1.000000	0.800052
001	005320	1.000000	0.799989
001	005330	1.000000	0.799856
001	005340	1.000000	0.799900
001	005350	1.000000	0.799897
001	005360	1.000000	0.799837
001	005370	1.000000	0.799938
001	005380	1.000000	0.799963
001	005390	1.000000	0.799938
001	005400	1.000000	0.799881
001	005410	1.000000	0.800001
001	005420	1.000000	0.799944
001	005430	1.000000	0.800027
001	005440	1.000000	0.800020
001	005450	1.000000	0.799963
001	005460	1.000000	0.799944
001	005470	1.000000	0.800014
001	005480	1.000000	0.800052
001	005490	1.000000	0.799963
001	005500	1.000000	0.799919
001	005510	1.000000	0.799767
001	005520	1.000000	0.799679
001	005530	1.000000	0.799742
001	005540	1.000000	0.799628
001	005550	1.000000	0.799742
001	005560	1.000000	0.799790
001	005570	1.000000	0.799786
001	005580	1.000000	0.799723
001	005590	1.000000	0.799628
001	005600	1.000000	0.799704
001	005610	1.000000	0.799679
001	005620	1.000000	0.799654
001	005630	1.000000	0.799628
001	005640	1.000000	0.799603
001	005650	1.000000	0.799578
001	005660	1.000000	0.799445
001	005670	1.000000	0.799470
001	005680	1.000000	0.799458
001	005690	1.000000	0.799426
001	005700	1.000000	0.799464
001	005710	1.000000	0.799477
001	005720	1.000000	0.799458
001	005730	1.000000	0.799521
001	005740	1.000000	0.799527
001	005750	1.000000	0.799578
001	005760	1.000000	0.799508
001	005770	1.000000	0.799508
001	005780	1.000000	0.799502
001	005790	1.000000	0.799477
001	005800	1.000000	0.799477
001	005810	1.000000	0.799426
001	005820	1.000000	0.799420
001	005830	1.000000	0.799331
001	005840	1.000000	0.799331
001	005850	1.000000	0.799369
001	005860	1.000000	0.799420
001	005870	1.000000	0.799426
001	005880	1.000000	0.799338
001	005890	1.000000	0.799268
001	005900	1.000000	0.799287
001	005910	1.000000	0.799192
001	005920	1.000000	0.799300
001	005930	1.000000	0.799350
001	005940	1.000000	0.799325
001	005950	1.000000	0.799363
001	005960	1.000000	0.799414
001	005970	1.000000	0.799464
001	005980	1.000000	0.799470
001	005990	1.000000	0.799376
001	006000	1.000000	0.799357
001	006010	1.000000	0.799243
001	006020	1.000000	0.799060
001	006030	1.000000	0.799199
001	006040	1.000000	0.799218
001	006050	1.000000	0.799192
001	006060	1.000000	0.799211
001	006070	1.000000	0.799237
001	006080	1.000000	0.799243
001	006090	1.000000	0.799256
001	006100	1.000000	0.799357
001	006110	1.000000	0.799331
001	006120	1.000000	0.799344
001	006130	1.000000	0.799331
001	006140	1.000000	0.799256
001	006150	1.000000	0.799338
001	006160	1.000000	0.799376
001	006170	1.000000	0.799319
001	006180	1.000000	0.799306
001	006190	1.000000	0.799281
001	006200	1.000000	0.799192
001	006210	1.000000	0.799218
001	006220	1.000000	0.799249
001	006230	1.000000	0.799123
001	006240	1.000000	0.799211
001	006250	1.000000	0.799192
001	006260	1.000000	0.799180
001	006270	1.000000	0.799117
001	006280	1.000000	0.799053
001	006290	1.000000	0.799022
001	006300	1.000000	0.799072
001	006310	1.000000	0.798921
001	006320	1.000000	0.799009
001	006330	1.000000	0.799028
001	006340	1.000000	0.799161
001	006350	1.000000	0.799123
001	006360	1.000000	0.798965
001	006370	1.000000	0.799009
001	006380	1.000000	0.798990
001	006390	1.000000	0.799060
001	006400	1.000000	0.798971
001	006410	1.000000	0.798997
001	006420	1.000000	0.799142
001	006430	1.000000	0.799123
001	006440	1.000000	0.799066
001	006450	1.000000	0.799085
001	006460	1.000000	0.799129
001	006470	1.000000	0.799091
001	006480	1.000000	0.799047
001	006490	1.000000	0.799022
001	006500	1.000000	0.799028
001	006510	1.000000	0.799034
001	006520	1.000000	0.798990
001	006530	1.000000	0.798990
001	006540	1.000000	0.799003
001	006550	1.000000	0.798997
001	006560	1.000000	0.798978
001	006570	1.000000	0.799034
001	006580	1.000000	0.799028
001	006590	1.000000	0.798952
001	006600	1.000000	0.799003
001	006610	1.000000	0.799028
001	006620	1.000000	0.799022
001	006630	1.000000	0.798984
001	006640	1.000000	0.799003
001	006650	1.000000	0.799028
001	006660	1.000000	0.798990
001	006670	1.000000	0.799047
001	006680	1.000000	0.799079
001	006690	1.000000	0.799072
001	006700	1.000000	0.799072
001	006710	1.000000	0.798997
001	006720	1.000000	0.798997
001	006730	1.000000	0.799009
001	006740	1.000000	0.798914
001	006750	1.000000	0.798927
001	006760	1.000000	0.798933
001	006770	1.000000	0.798933
001	006780	1.000000	0.798978
001	006790	1.000000	0.798971
001	006800	1.000000	0.798845
001	006810	1.000000	0.798801
001	006820	1.000000	0.798845
001	006830	1.000000	0.798858
001	006840	1.000000	0.798839
001	006850	1.000000	0.798687
001	006860	1.000000	0.798674
001	006870	1.000000	0.798643
001	006880	1.000000	0.798769
001	006890	1.000000	0.798636
001	006900	1.000000	0.798668
001	006910	1.000000	0.798725
001	006920	1.000000	0.798668
001	006930	1.000000	0.798624
001	006940	1.000000	0.798636
001	006950	1.000000	0.798649
